ETD,Date,Tot Daily Flt,departureoveralldelaytime,IROP,Dep snowcm,Dep DewPointC,Dep cloudcover,Dep humidity,Dep precipMM,Dep pressure,Dep tempC,Dep visibility,Temp Dew Spread,Dep Wx,Dep Wy,Dep Gust Wx,Dep Gust Wy,Arr snowcm,Arr DewPointC,Arr cloudcover,Arr humidity,Arr precipMM,Arr pressure,Arr tempC,Arr visibility,Arr Temp Dew Spread,Arr Gust Wx,Arr Gust Wy,Dep Drizzle,Dep Ice,TS,FZ Rain,Rain,Snow,Fog,Haze
1030,101,66,29,1,0.0,-2,60,82,0.0,1009,0,10,2,3.062395902787090,-1.9135973430643500,7.773774214767230,-4.857593255471050,10.5,-6,96,85,1.9,1008,-4,6,2,8.724395046632800,-7.320636665874480,0,0,0,0,0,0,0,0
1130,101,66,15,1,0.0,-2,60,81,0.0,1012,0,10,2,3.5715304195921300,-2.1459919787918900,7.381162867157080,-4.435050089503250,10.5,-7,92,83,0.0,1010,-5,8,2,8.257164727526600,-7.434784515098420,0,0,0,0,0,0,0,0
1250,101,66,25,1,0.0,-2,60,80,0.0,1014,0,10,2,4.089564406759850,-2.3611111111111100,7.216878364870320,-4.166666666666670,10.5,-7,89,80,0.0,1011,-5,10,2,7.992664448207230,-7.718426338433310,0,0,0,0,0,0,0,0
1355,101,66,3,0,0.0,-4,46,76,0.0,1016,-1,10,3,4.373098535696980,-2.4240481012316800,7.045547640845130,-3.9054108297621600,10.5,-7,76,80,0.0,1012,-5,10,2,7.719844628202360,-7.1988715784374800,0,0,0,0,0,0,0,0
1430,101,66,19,1,0.0,-5,33,73,0.0,1017,-1,10,4,4.6600011845332200,-2.477766581369980,6.867370166680540,-3.6514454883347100,10.5,-7,64,80,0.0,1012,-6,10,1,7.313537016191710,-6.819983600624980,0,0,0,0,0,0,0,0
1735,101,66,30,1,0.0,-8,13,68,0.0,1022,-4,10,4,4.698463103929540,-1.7101007166283400,6.525643199902140,-2.375139884206030,10.5,-9,27,76,0.0,1015,-6,10,3,5.892556509887900,-5.892556509887900,0,0,0,0,0,0,0,0
1855,101,66,4,0,0.0,-9,11,67,0.0,1023,-5,10,4,4.806308479691590,-1.3781867790850000,6.4084113062554600,-1.8375823721133300,10.5,-10,15,73,0.0,1016,-7,10,3,5.402898436903310,-5.594865113745070,0,0,0,0,0,0,0,0
2029,101,66,49,2,0.0,-11,14,65,0.0,1025,-6,10,5,4.3769233467209200,-0.7717696785196950,5.471154183401160,-0.964712098149618,10.5,-13,19,73,0.0,1019,-9,10,4,4.285250731243600,-5.106962954126520,0,0,0,0,0,0,0,0
645,102,75,11,1,0.2,-11,2,74,0.0,1028,-8,10,3,2.0882058239686900,0.7600447629459310,2.8712830079569400,1.0450615490506500,0.0,-23,40,79,0.0,1029,-21,10,2,0.8627301503417370,-3.2197527542968900,0,0,0,0,0,0,0,0
830,102,75,14,1,0.2,-11,3,70,0.0,1028,-8,10,3,1.3749298523071800,1.3749298523071800,1.9641855032959700,1.9641855032959600,0.0,-23,13,77,0.0,1030,-20,10,3,0.5197792270443960,-2.4453690018345100,0,0,0,0,0,0,0,0
1030,102,75,6,1,0.2,-11,7,66,0.0,1028,-7,10,4,0.5150283239582460,1.5850941938252600,0.7725424859373690,2.377641290737880,0.0,-22,0,74,0.0,1031,-19,10,3,0.16946949978711300,-1.9370452462895000,0,0,0,0,0,0,0,0
1130,102,75,20,1,0.2,-11,11,64,0.0,1028,-7,10,4,0.07268882811520000,1.386985464936910,0.13083989060736000,2.4965738368864300,0.0,-21,0,71,0.0,1030,-17,10,4,-3.06161699786838e-16,-1.6666666666666700,0,0,0,0,0,0,0,0
1250,102,75,14,1,0.2,-11,15,62,0.0,1028,-6,10,5,-0.2887662372468880,1.3585383343525100,-0.5197792270443980,2.4453690018345100,0.0,-20,0,69,0.0,1030,-16,10,4,-0.11614273696405900,-1.1050243281869700,0,0,0,0,0,0,0,0
1355,102,75,6,1,0.2,-11,25,62,0.0,1027,-6,10,5,-0.5700335722094480,1.5661543679765100,-0.8550503583141720,2.3492315519647700,0.0,-19,9,67,0.0,1029,-15,10,4,-0.7153306595972980,-1.1905101398640400,0,0,0,0,0,0,0,0
1430,102,75,51,2,0.2,-10,35,63,0.0,1025,-5,10,5,-0.9128613720836760,1.7168425416701400,-1.3040876744052500,2.4526322023859100,0.0,-19,19,65,0.0,1028,-14,10,5,-1.1377111726236,-0.7966339393764530,0,0,0,0,0,0,0,0
1735,102,75,5,0,0.2,-8,71,69,0.0,1021,-5,10,3,-1.6401475724762700,1.8867739505569300,-2.0046248108043300,2.306057050680690,0.0,-18,67,69,0.0,1026,-15,10,3,-1.5391536883141500,1.970026884016810,0,0,0,0,0,0,0,0
1855,102,75,25,1,0.2,-7,84,71,0.0,1019,-5,10,2,-1.7366459261474900,1.7983495008466300,-2.31552790152999,2.3977993344621700,0.0,-19,86,71,0.0,1025,-16,10,3,-0.3385259539031870,2.757072643448120,0,0,0,0,0,0,0,0
2029,102,75,35,2,0.2,-6,95,72,0.1,1019,-6,8,0,-2.44027516958895,1.838879237409040,-2.883961564059670,2.1732209169379500,0.0,-20,91,75,0.0,1024,-17,9,3,0.3484282108921780,3.3150729845609100,0,0,0,0,0,0,0,0
645,103,72,4,0,0.5,-7,59,74,0.0,1018,-4,10,3,0.2471420155916800,-4.715750580785490,0.4942840311833600,-9.431501161570980,2.2,-18,100,82,0.4,1020,-17,2,1,1.6191977518236800,2.5912580715890800,0,0,0,0,0,1,1,0
720,103,72,0,2,0.5,-7,49,72,0.0,1017,-4,10,3,0.15510887423333900,-4.4417370089737600,0.3199120531062620,-9.161082581008380,2.2,-16,100,84,0.2,1019,-15,2,1,0.8550503583141720,2.349231551964770,0,0,0,0,0,1,0,0
830,103,72,4,0,0.5,-7,39,71,0.0,1016,-4,10,3,0.07271836015534640,-4.166032063151630,0.15513250166473900,-8.887535068056810,2.2,-14,100,85,0.2,1018,-13,3,1,0.2706143629779060,1.9255212447752800,0,0,0,0,0,1,0,0
929,103,72,0,2,0.5,-8,29,70,0.0,1016,-4,10,4,-0.06787046947832470,-3.888296592274860,-0.1551325016647420,-8.887535068056810,2.2,-12,100,87,0.3,1017,-11,3,1,-0.0968839913112852,1.3855056253608700,0,0,0,0,1,1,0,0
1030,103,72,20,1,0.5,-8,39,67,0.0,1015,-4,10,4,-0.15510887423334100,-4.4417370089737600,-0.30052344382709700,-8.605865454886660,2.2,-11,100,87,0.2,1016,-10,4,1,-1.0713126828109000,1.2767407385316300,0,0,0,0,0,1,0,0
1130,103,72,19,1,0.5,-9,49,64,0.0,1014,-4,10,5,-0.3487823687206280,-4.987820251299120,-0.5813039478677130,-8.313033752165200,2.2,-10,100,87,0.0,1016,-9,5,1,-1.894608459304620,0.4374048278908480,0,0,0,0,0,0,0,0
1250,103,72,6,1,0.5,-9,59,62,0.0,1013,-4,10,5,-0.4841985708203240,-5.534414989398590,-0.7262978562304860,-8.30162248409788,2.2,-9,100,87,0.0,1015,-8,7,1,-2.0301010169835600,-0.9038592068351110,0,0,0,0,0,1,0,0
1355,103,72,47,2,0.5,-9,60,61,0.0,1014,-3,10,6,-0.8118430889337120,-5.776563734325830,-1.1211166466227500,-7.977159442640430,2.2,-8,100,86,0.0,1014,-7,7,1,-2.045566341005420,-0.8682913966428300,0,0,0,0,0,1,0,0
1430,103,72,37,2,0.5,-8,61,61,0.0,1014,-2,10,6,-1.219057470461260,-6.271507005360080,-1.5370724627555100,-7.907552311106180,2.2,-8,100,85,0.0,1012,-7,7,1,-2.317959636416970,-0.9365164835397800,0,0,0,0,0,1,0,0
1735,103,72,40,2,0.5,-6,67,67,0.0,1014,-1,10,5,-1.5450849718747400,-4.755282581475770,-2.403465511805150,-7.397106237851190,2.2,-7,92,84,0.1,1012,-6,4,1,-3.3933344639491100,-1.2350727397871400,0,0,0,0,0,1,0,0
1855,103,72,22,1,0.5,-5,70,70,0.0,1014,-1,10,4,-1.3300783351553800,-3.6543601919452000,-2.6601566703107600,-7.308720383890400,2.2,-7,88,84,0.1,1012,-6,3,1,-3.9153859199412900,-1.4250839305236200,0,0,0,0,0,1,0,0
2130,103,72,45,2,0.5,-5,74,73,0.0,1012,-3,10,2,-2.5023965255456900,-4.004671565183120,-4.5631936642303800,-7.302636383569220,2.2,-8,66,81,0.1,1013,-7,7,1,-4.875691344127800,-4.546655733749990,0,0,0,0,0,0,0,0
929,104,72,3,0,0.0,-3,7,78,0.0,1000,0,10,3,-2.9512958794289400,-4.37547607737383,-6.368585845083510,-9.441816798543530,1.4,-5,63,84,0.4,1005,-3,5,2,-7.22343190806162,-5.64356352381853,0,0,0,0,0,0,0,0
1030,104,72,17,1,0.0,-2,6,78,0.0,999,0,10,2,-3.177061037587660,-4.89224497968164,-6.0515448335003,-9.318561866060270,1.4,-5,59,84,0.2,1003,-3,7,2,-6.399302663833120,-5.761957999201280,0,0,0,0,0,0,0,0
1130,104,72,11,1,0.0,-2,5,78,0.0,998,1,10,3,-3.3855952992677000,-5.418085058777170,-5.740792029193050,-9.187187708361280,1.4,-6,54,84,0.0,1002,-4,8,2,-5.78881975382498,-5.9944983361554200,0,0,0,0,0,0,0,0
1250,104,72,14,1,0.0,-2,4,78,0.0,997,1,10,3,-3.4335871660670300,-5.714448671347410,-5.293446881020010,-8.809775034993930,1.4,-6,50,84,0.0,1000,-4,10,2,-5.178011300252680,-6.170913569569540,0,0,0,0,0,0,0,0
1355,104,72,22,1,0.0,-1,4,77,0.0,997,1,10,2,-3.02660333159698,-5.940043494589120,-4.413796525245600,-8.662563429609130,1.4,-5,54,83,0.0,1000,-4,10,1,-4.617461064942440,-5.910080652050420,0,0,0,0,0,0,0,0
1430,104,72,22,1,0.0,-1,3,77,0.0,998,1,10,2,-2.5985952196509500,-5.836540423827730,-3.615436827340450,-8.120404067934230,1.4,-5,57,83,0.0,1000,-3,10,2,-3.823842909006980,-5.461013628593280,0,0,0,0,0,0,0,0
1735,104,72,5,0,0.0,-1,3,79,0.0,1006,2,10,3,-0.7235340736122100,-4.1033656375508700,-1.1094189128720500,-6.291827310911330,1.4,-4,63,84,0.0,1002,-3,10,1,-2.7777777777777800,-4.81125224324688,0,0,0,0,0,0,0,0
1855,104,72,53,2,0.0,-1,3,79,0.0,1010,2,10,3,-0.2905191424921940,-3.320648993639150,-0.4841985708203240,-5.534414989398590,1.4,-4,64,84,0.0,1003,-3,10,1,-2.558717440189,-4.616048454346810,0,0,0,0,0,0,0,0
2029,104,72,42,2,0.0,-1,3,82,0.0,1008,1,10,2,0.4345401806673070,-2.7435787238753800,0.6083562529342300,-3.841010213425540,1.4,-5,56,87,0.0,1003,-4,10,1,-3.4625337641165700,-3.9831894511757400,0,0,0,0,0,0,0,0
645,105,61,3,0,0.0,-2,13,87,0.0,1005,-1,10,1,2.1736613349640100,0.4620259795950210,5.1624456705395300,1.097311701538170,0.3,-5,72,99,0.0,1007,-6,10,1,1.904816223782470,1.144529055355680,0,0,0,0,0,0,1,0
720,105,61,8,1,0.0,-2,21,86,0.0,1006,-1,10,1,2.4453690018345100,0.5197792270443980,5.1624456705395300,1.097311701538170,0.3,-5,74,98,0.0,1007,-6,10,1,1.6120175021903600,1.0873195345264500,0,0,0,0,0,0,1,0
830,105,61,24,1,0.0,-3,29,85,0.0,1006,-1,10,2,2.4453690018345100,0.5197792270443980,5.434153337410030,1.1550649489875500,0.3,-5,77,97,0.0,1007,-5,10,0,1.5529023806475100,1.1701958783512100,0,0,0,0,0,0,1,0
1030,105,61,19,1,0.0,-2,41,81,0.0,1006,0,10,2,1.9641855032959700,1.9641855032959600,3.5355339059327400,3.5355339059327400,0.3,-5,75,93,0.0,1007,-4,9,1,0.6008663779512870,1.8492765594628000,0,0,0,0,0,0,1,0
1130,105,61,16,1,0.0,-2,44,78,0.0,1006,1,10,3,0.6352857219431540,2.988784335575520,0.924051959190042,4.347322669928030,0.3,-5,71,90,0.0,1007,-4,8,1,-0.4374048278908480,1.894608459304620,0,0,0,0,0,0,1,0
1250,105,61,65,2,0.0,-2,47,75,0.0,1005,2,10,4,-1.1945598318176700,3.1119347549906700,-1.3936531371206100,3.630590547489120,0.3,-5,67,87,0.0,1006,-3,7,2,-1.3749298523071800,1.3749298523071800,0,0,0,0,0,0,0,0
1355,105,61,30,1,0.0,-1,42,74,0.0,1005,2,10,3,-3.320648993639150,0.29051914249219500,-3.0439282441692200,0.2663092139511790,0.3,-4,76,86,0.0,1006,-3,5,1,-1.8028574949909800,-0.7284017094198290,0,0,0,0,0,0,0,0
1430,105,61,20,1,0.0,-1,36,73,0.0,1005,3,10,4,-1.7167935830335100,-2.857224335673710,-1.2875951872751400,-2.1429182517552800,0.3,-4,84,86,0.0,1005,-2,3,2,-0.07755443711667030,-2.2208685044868800,0,0,0,0,0,0,0,0
1735,105,61,20,1,0.0,-1,25,78,0.0,1006,2,10,3,0.2712751756715980,-3.879415751010430,0.2325215791470840,-3.3252135008660800,0.3,-4,85,86,0.0,1003,-3,2,1,2.273327866874990,-2.4378456720639000,0,0,0,0,0,0,0,0
1855,105,61,48,2,0.0,-1,21,81,0.0,1007,2,10,3,-0.7235340736122100,-4.1033656375508700,-0.6752984687047290,-3.829807928380810,0.3,-4,81,87,0.0,1002,-3,2,1,2.0029258468724300,-3.333428391619330,0,0,0,0,0,0,0,0
2035,105,61,37,2,0.0,-2,29,79,0.0,1010,0,10,2,-0.9010424781670200,-4.635461699613970,-1.1130524730298500,-5.726158570111370,0.3,-3,87,90,0.1,1002,-5,2,2,1.5195099441249500,-3.579741096759490,0,0,0,0,0,1,0,0
645,106,71,34,2,0.1,-2,92,79,0.0,1018,0,10,2,4.193352839727120,-2.7231951750751300,7.454849492848210,-4.841235866800240,2.5,-4,84,88,0.1,1008,-4,3,0,4.357211744843740,-4.672537538122480,0,0,0,0,0,1,0,0
720,106,71,3,0,0.1,-3,88,79,0.0,1019,0,10,3,4.240240480782130,-2.6495963211660300,7.773774214767230,-4.857593255471050,2.5,-5,74,84,0.1,1009,-4,4,1,4.99541528012952,-4.8240164615208200,0,0,0,0,0,0,0,0
830,106,71,13,1,0.1,-3,83,78,0.0,1020,0,10,3,4.330127018922190,-2.500000000000000,8.179128813519700,-4.722222222222230,2.5,-6,63,80,0.1,1010,-4,5,2,5.66032185167079,-4.920442717428810,0,0,0,0,1,1,0,0
1030,106,71,42,2,0.1,-3,65,75,0.0,1021,0,10,3,4.4550326209418400,-2.269952498697730,8.167559805060040,-4.161579580945850,2.5,-7,47,74,0.0,1013,-4,8,3,6.655295917060770,-5.015125192933740,0,0,0,0,1,1,0,0
1130,106,71,21,1,0.1,-4,52,72,0.0,1021,0,10,4,4.493970231495840,-2.191855733945390,7.739615398687270,-3.7748626529059400,2.5,-7,42,71,0.0,1014,-4,9,3,7.2813515047910400,-5.0984572120093000,0,0,0,0,0,0,0,0
1250,106,71,9,1,0.1,-4,39,69,0.0,1022,1,10,5,4.567727288213010,-2.0336832153790000,7.612878813688340,-3.3894720256316700,2.5,-8,37,69,0.0,1016,-4,10,4,7.599511081754550,-5.1259349484818500,0,0,0,0,0,0,0,0
1355,106,71,17,1,0.1,-5,31,65,0.0,1022,0,10,5,4.567727288213010,-2.0336832153790000,7.105353559442450,-3.1635072239228900,2.5,-9,43,67,0.0,1017,-4,10,5,7.508893739315760,-5.257783999884590,0,0,0,0,0,0,0,0
1430,106,71,27,1,0.1,-6,22,62,0.0,1022,0,10,6,4.3468284746365200,-1.8451192178660200,6.903786400893300,-2.93048346366956,2.5,-10,49,66,0.0,1018,-5,10,5,7.191262172221750,-5.224757798155320,0,0,0,0,0,0,0,0
1735,106,71,49,2,0.1,-8,14,59,0.0,1024,-2,10,6,4.202304780441410,-1.4469695753651400,6.566101219439700,-2.2608899615080400,2.5,-13,32,64,0.0,1022,-9,10,4,6.347864404054150,-4.95949521790114,0,0,0,0,0,0,0,0
1855,106,71,55,2,0.1,-8,14,60,0.0,1025,-4,10,4,3.984603149845980,-1.2182154363447300,6.375365039753570,-1.9491446981515800,2.5,-14,20,64,0.0,1023,-11,10,3,6.1289725280522800,-4.78847814142179,0,0,0,0,0,0,0,0
2029,106,71,98,2,0.1,-8,16,62,0.0,1026,-5,10,3,0.4739363354644630,-3.859901700827360,0.7447570985870140,-6.065559815585860,2.5,-15,7,67,0.0,1025,-12,10,3,5.45068030160891,-4.738204098264780,0,0,0,0,0,0,0,0
2130,106,71,36,2,0.1,-8,17,64,0.0,1027,-6,10,2,-1.5830069189605600,-3.2456451671914400,-2.5571650229362900,-5.242965270078470,2.5,-15,1,68,0.0,1026,-13,10,2,5.160727954704130,-4.646740321936510,0,0,0,0,0,0,0,0
645,107,71,4,0,0.2,-9,81,72,0.0,1031,-7,10,2,-0.609749369061311,5.801377722981590,-0.7549277902663850,7.182658133215310,0.0,-21,52,74,0.0,1035,-19,10,2,3.3678765702728200,-1.9444444444444500,0,0,0,0,0,0,0,0
725,107,71,0,0,0.2,-9,82,73,0.0,1030,-6,10,3,-1.1660549717455500,5.998832787735720,-1.4840699640397900,7.634878093481830,0.0,-21,58,73,0.0,1035,-18,10,3,1.7525946666282000,-2.5029645797719200,0,0,0,0,0,0,0,0
815,107,71,23,1,0.2,-8,83,75,0.0,1029,-6,10,2,-1.9491446981515800,6.3753650397535700,-2.4364308726894700,7.9692062996919600,0.0,-21,65,73,0.0,1036,-18,10,3,0.3858848392598440,-2.1884616733604600,0,0,0,0,0,0,0,0
1030,107,71,9,1,0.2,-7,84,75,0.0,1026,-4,9,3,-2.7134106145088400,6.392394815641950,-3.581702011151670,8.43796115664737,0.0,-20,65,71,0.0,1035,-17,10,3,-1.7476550900261600,-0.8523883409787610,0,0,0,0,0,0,0,0
1415,107,71,32,2,0.2,-6,95,72,0.1,1020,-2,3,4,-2.5985952196509500,5.836540423827730,-4.406313633321170,9.896742457794840,0.0,-18,78,68,0.0,1029,-15,10,3,-1.201732755902570,3.698553118925600,0,0,0,0,0,0,0,0
1655,107,71,21,1,0.2,-5,100,77,0.0,1016,-3,1,2,-3.129810418572600,5.8863172857261800,-5.346759465061530,10.055792029782200,0.0,-17,90,67,0.0,1026,-15,10,2,-1.3440105311092700,5.390531812644430,0,0,0,0,0,0,0,0
1835,107,71,8,1,0.2,-2,100,88,0.2,1012,-4,2,2,-4.680783513404820,6.211609522590050,-6.854004430342770,9.095571086649720,0.0,-17,88,68,0.0,1025,-15,10,2,-0.9140200755386050,7.4440961373099200,0,0,0,0,0,0,0,0
2055,107,71,0,2,0.2,-1,100,89,0.4,1009,-7,3,6,-6.316697884895640,3.501402812890210,-9.960946664643120,5.521442897249950,0.0,-16,90,71,0.2,1023,-18,8,2,-1.2757534254672700,9.077457296797730,0,0,0,0,0,1,0,0
650,108,64,36,2,0.0,1,82,91,0.0,1004,1,10,0,-1.5450849718747400,-4.755282581475770,-3.347684105728600,-10.303112259864200,3.7,-3,100,89,1.6,1007,-3,4,0,-9.627606223876380,1.3530718148895300,0,0,0,0,0,0,1,0
830,108,64,26,1,0.0,1,90,90,0.0,1004,1,10,0,-1.1872416757037300,-5.142508675255410,-1.8121057155478000,-7.849092188547730,3.7,-2,100,92,0.9,1006,-2,7,0,-10.425599150726500,-1.651252686535770,0,0,0,0,0,0,0,0
1225,108,64,0,0,0.0,1,88,86,0.0,1004,2,7,1,-1.8087119692064300,-5.2528809755517600,-1.266098378444500,-3.677016682886230,3.7,-1,100,95,0.0,1006,-1,10,0,-7.739615398687270,-3.7748626529059400,0,0,0,0,0,0,0,0
1545,108,64,7,1,0.0,0,100,84,0.5,1005,2,4,2,-5.819123626515640,-0.4069127635073950,-1.385505625360870,-0.09688399131128450,3.7,-1,100,92,0.0,1006,-1,7,0,-4.927230028735230,-1.8913864003779700,0,0,0,0,1,1,1,0
1700,108,64,11,1,0.0,0,94,83,0.8,1006,1,6,1,-4.414737964294630,2.3473578139294600,-1.471579321431550,0.7824526046431520,3.7,-1,100,95,0.0,1004,-1,2,0,-4.075615003057520,0.8662987117406640,0,0,0,0,0,0,0,0
1835,108,64,4,0,0.0,0,91,82,1.0,1006,1,8,1,-3.3391153556031400,3.339115355603140,-1.1785113019775800,1.1785113019775800,3.7,-1,100,97,0.0,1003,-2,0,1,-2.9153990237979900,1.6160320674877900,0,0,0,0,1,1,0,0
1925,108,64,0,2,0.0,-1,88,81,0.5,1006,1,8,2,-4.619030336798530,-0.9818052066394180,-2.4453690018345100,-0.5197792270443980,3.7,-1,100,96,0.0,1004,-2,1,1,-2.2305750302540700,3.18559128334608,0,0,0,0,0,0,1,0
2055,108,64,8,1,0.0,-2,85,79,0.3,1006,0,9,2,-1.6922930950750300,-4.4085742362367900,-1.1945598318176700,-3.1119347549906700,3.7,-1,100,96,0.1,1004,-2,2,1,-0.6952642890676940,4.3897259582006100,0,0,0,0,1,1,2,0
730,109,64,0,0,0.0,-3,85,75,0.0,1009,0,5,3,3.41728996565456,-5.066340721169700,5.591929034707460,-8.29037572555042,4.3,-2,100,97,0.2,1003,-3,2,1,-4.3897259582006100,0.6952642890676930,0,0,0,0,0,0,0,0
1030,109,64,0,0,0.0,-4,97,71,0.0,1011,-1,4,3,2.9994016511320800,-5.64105406548759,4.5643068604183800,-8.58421270835068,4.3,-3,100,96,0.1,1005,-3,4,0,3.5051893332563900,-5.005929159543840,0,0,0,0,0,0,0,0
1125,109,64,2,0,0.0,-4,99,71,0.1,1011,-1,2,3,3.0266033315969800,-5.94004349458912,4.413796525245590,-8.662563429609130,4.3,-4,100,95,0.0,1006,-4,5,0,3.9185683486164900,-5.393446629166320,0,0,0,0,0,0,0,0
1225,109,64,0,0,0.0,-5,100,70,0.1,1011,-1,0,4,2.817455078271330,-6.042051913577670,4.108788655812360,-8.811325707300760,4.3,-4,100,95,0.0,1006,-4,7,0,4.346441833875900,-5.76792312811934,0,0,0,0,0,0,0,0
1330,109,64,5,0,0.0,-5,100,71,0.0,1012,-1,0,4,2.900494859447100,-5.692541682314580,4.413796525245590,-8.662563429609130,4.3,-3,100,94,0.0,1004,-4,7,1,4.301823272632850,-6.143640332167440,0,0,0,0,0,0,0,0
1700,109,64,10,1,0.0,-6,100,74,0.1,1017,-3,2,3,4.195469273665580,-5.1809730763798000,6.642826349970510,-8.203207370934690,4.3,-3,100,87,0.0,999,-3,6,0,4.415993868610040,-7.067067467970220,0,0,0,0,0,0,0,0
1745,109,64,3,0,0.0,-6,100,74,0.1,1017,-3,2,3,4.195469273665580,-5.1809730763798000,6.642826349970510,-8.203207370934690,4.3,-3,100,87,0.0,999,-3,6,0,4.415993868610040,-7.067067467970220,0,0,0,0,0,0,0,0
1835,109,64,5,0,0.0,-6,100,74,0.1,1017,-3,3,3,4.7360997226562400,-5.078845150133130,7.388315567343730,-7.9229984342076900,4.3,-3,100,85,0.0,999,-3,5,0,4.4350500895032400,-7.381162867157080,0,0,0,0,0,0,0,0
1925,109,64,1,0,0.0,-7,100,74,0.0,1018,-3,4,4,4.6310558030599800,-4.795598668924340,7.718426338433300,-7.9926644482072400,4.3,-4,100,84,0.0,1000,-3,5,1,4.659940862256220,-6.9086464379586800,0,0,0,0,0,1,0,0
2055,109,64,13,1,0.0,-7,100,74,0.0,1019,-4,6,3,4.714045207910320,-4.714045207910320,7.856742013183860,-7.856742013183860,4.3,-4,100,82,0.1,1000,-3,4,1,4.898210435770610,-6.741808286457900,0,0,0,0,0,1,0,0
830,110,74,9,1,0.0,-11,79,69,0.0,1021,-7,10,4,6.678358223360050,-4.5046095001810200,8.981240369346280,-6.057923120933100,0.0,-12,100,71,0.0,1008,-8,0,4,9.64351130284653,-8.382976481545370,0,0,0,0,0,1,0,0
920,110,74,0,0,0.0,-11,72,68,0.0,1020,-7,10,4,7.1389346525573000,-4.8152722243314300,8.75095215474766,-5.90259175885789,0.0,-13,100,70,0.0,1009,-9,0,4,9.64351130284653,-8.382976481545370,0,0,0,0,0,1,0,0
1135,110,74,7,1,0.0,-10,66,68,0.0,1023,-6,10,4,6.448070008761430,-4.349278138105810,8.06008751095179,-5.436597672632270,0.0,-14,100,72,0.0,1011,-11,2,3,9.282576761847150,-7.516882448650840,0,0,0,0,0,1,0,0
1345,110,74,0,0,0.0,-10,70,67,0.0,1024,-5,10,5,6.067627457812110,-4.408389392193550,7.415989115103680,-5.388031479347670,0.0,-15,100,73,0.0,1012,-12,6,3,8.595303552537130,-7.471783385725220,0,0,0,0,0,1,0,0
1615,110,74,0,2,0.0,-10,87,65,0.0,1024,-6,9,4,5.612720832744790,-4.545091713137720,6.907964101839740,-5.593959031554120,0.0,-15,100,72,0.0,1015,-12,10,3,7.198871578437480,-7.71984462820236,0,0,0,0,0,1,0,0
1700,110,74,4,0,0.0,-10,91,66,0.0,1024,-6,8,4,5.691188776048550,-4.44644398846309,7.004540032059750,-5.47254644733919,0.0,-16,100,72,0.0,1017,-13,10,3,6.9250675282331300,-7.966378902351490,0,0,0,0,0,0,0,0
1835,110,74,60,2,0.0,-11,94,67,0.0,1024,-7,7,4,5.767923128119340,-4.346441833875900,7.320825508766850,-5.516637712227110,0.0,-16,100,72,0.0,1018,-14,10,2,6.468015130234440,-7.9873334927522,0,0,0,0,0,0,0,0
1930,110,74,14,1,0.0,-11,89,68,0.0,1024,-8,6,3,5.461013628593280,-3.823842909006980,7.508893739315760,-5.257783999884590,0.0,-17,100,72,0.0,1018,-14,10,3,6.1566147532565800,-7.880107536067220,0,0,0,0,0,1,0,0
730,111,73,16,1,0.0,-11,59,73,0.0,1030,-7,10,4,2.060408565703970,-0.8324590964798050,6.696327838537910,-2.7054920635593700,0.0,-23,42,70,0.0,1027,-19,10,4,4.040080168719470,-7.288497559494970,0,0,0,0,0,0,0,0
830,111,73,44,2,0.0,-12,59,71,0.0,1030,-8,10,4,2.074623169993780,-0.7963732212117800,6.223869509981340,-2.3891196636353400,0.0,-23,38,69,0.0,1027,-19,10,4,3.781854255775230,-7.112633386919140,0,0,0,0,0,1,0,0
920,111,73,31,2,0.0,-13,60,69,0.0,1031,-9,10,4,2.0882058239686900,-0.7600447629459300,6.003591743909970,-2.185128693469550,0.0,-23,35,68,0.0,1028,-20,10,3,3.6514454883347000,-6.867370166680540,0,0,0,0,0,1,0,0
1030,111,73,0,0,0.0,-14,65,66,0.0,1031,-9,10,5,2.074623169993780,-0.7963732212117800,5.186557924984450,-1.990933053029450,0.0,-23,36,67,0.0,1028,-19,10,4,3.6514454883347000,-6.867370166680540,0,0,0,0,0,1,0,0
1345,111,73,52,2,0.0,-14,70,59,0.0,1031,-9,10,5,2.4750181227454700,-1.2610847214987400,3.2175235595691100,-1.639410137948360,0.0,-22,35,64,0.0,1029,-18,10,4,3.1696369630552500,-6.797308402774870,0,0,0,0,0,0,0,0
1430,111,73,19,1,0.0,-14,63,58,0.0,1030,-8,10,6,2.381020279728090,-1.4306613191946000,2.619122307700900,-1.573727451114060,0.0,-22,31,65,0.0,1030,-17,10,5,2.930483463669550,-6.903786400893300,0,0,0,0,0,0,0,0
1530,111,73,0,2,0.0,-14,56,58,0.0,1030,-8,10,6,2.2472694288193000,-1.6327368119235400,2.022542485937370,-1.4694631307311800,0.0,-22,27,65,0.0,1030,-17,10,5,2.4701454795742700,-6.786668927898230,0,0,0,0,0,0,0,0
1600,111,73,17,1,0.0,-13,49,59,0.0,1031,-8,10,5,1.9151111077974400,-1.606969024216350,1.70232098470884,-1.4284169104145300,0.0,-22,19,66,0.0,1031,-17,10,5,2.351325559968350,-6.82874526821729,0,0,0,0,0,0,0,0
1700,111,73,18,1,0.0,-13,41,61,0.0,1031,-8,10,5,1.5985328896414500,-1.5436852676866600,1.3987162784362700,-1.3507246092258300,0.0,-21,10,68,0.0,1031,-18,10,3,2.111573422997540,-6.906645459733030,0,0,0,0,0,0,0,0
