ETD,Date,Tot Daily Flt,departureoveralldelaytime,IROP,Dep snowcm,Dep DewPointC,Dep cloudcover,Dep humidity,Dep precipMM,Dep pressure,Dep tempC,Dep visibility,Temp Dew Spread,Dep Wx,Dep Wy,Dep Gust Wx,Dep Gust Wy,Arr snowcm,Arr DewPointC,Arr cloudcover,Arr humidity,Arr precipMM,Arr pressure,Arr tempC,Arr visibility,Arr Temp Dew Spread,Arr Gust Wx,Arr Gust Wy,Dep Drizzle,Dep Ice,TS,FZ Rain,Rain,Snow,Fog,Haze
1630,913,81,1,0,0.0,16,94,83,0.2,1020,19,6,3,-2.7880441931619100,3.0964367728224800,-4.275001096181600,4.747869718327800,0.0,9,29,55,0.0,1026,19,10,10,-3.5051893332563900,5.00592915954384,0,0,0,0,0,0,0,0
1700,913,81,0,2,0.0,17,89,84,0.3,1020,20,8,3,-3.4944606997726000,2.2693293125626100,-5.591137119636160,3.6309269001001800,0.0,10,27,57,0.0,1025,18,10,8,-4.104409835504390,5.253405024044810,0,0,0,0,0,0,0,0
1745,913,81,0,2,0.0,17,89,84,0.3,1020,20,8,3,-3.4944606997726000,2.2693293125626100,-5.591137119636160,3.6309269001001800,0.0,10,27,57,0.0,1025,18,10,8,-4.104409835504390,5.253405024044810,0,0,0,0,0,0,0,0
1835,913,81,3,0,0.0,18,83,85,0.4,1019,20,9,2,-4.226917850200680,1.3734088638886600,-6.868741506576110,2.2317894038190700,0.0,10,26,60,0.0,1024,18,10,8,-4.463802845045410,5.319753077215130,0,0,0,0,0,0,0,0
1945,913,81,4,0,0.0,17,77,84,0.2,1019,20,10,3,-4.8296291314453400,1.294095225512610,-7.781069156217490,2.084931196659200,0.0,10,40,61,0.0,1024,17,9,7,-5.573586191080450,5.018479547691440,0,0,0,0,1,1,0,0
2055,913,81,34,2,0.0,17,71,83,0.4,1018,19,10,2,-5.453484352487020,1.0600499743141400,-8.998249181603590,1.7490824576183300,0.0,10,55,63,0.0,1023,16,8,6,-6.826267035741600,4.7798036362587200,0,0,0,0,1,1,0,0
1555,914,40,1,0,0.0,13,8,57,0.0,1020,22,10,9,-1.0129477030570900,-5.744711892571210,-1.1576545177795400,-6.565385020081390,0.0,14,70,59,0.2,1016,22,9,8,-2.300613734244630,-8.58600734479172,0,0,0,0,0,0,0,0
1759,914,40,10,1,0.0,14,8,59,0.0,1019,22,10,8,-0.7731838942225830,-5.501489270786500,-0.8891614783559710,-6.3267126614044800,0.0,13,47,64,0.0,1016,20,10,7,-1.6960799589026300,-8.725574963979230,0,0,0,0,0,0,0,0
815,915,76,5,0,0.0,13,28,75,0.0,1020,17,10,4,-0.3376492343523650,-1.9149039641904000,-0.4341204441673260,-2.46201938253052,0.0,8,14,85,0.0,1020,11,8,3,-0.9997824637505120,-4.330533621267710,0,0,0,0,0,0,0,0
1030,915,76,19,1,0.0,13,43,74,0.0,1020,18,10,5,-1.3483616572915800,-0.9796420871541220,-1.7978155430554400,-1.306189449538830,0.0,9,20,74,0.0,1020,14,10,5,-0.6270628637972480,-3.5562502192107500,0,0,0,0,0,0,0,0
1329,915,76,9,1,0.0,14,79,76,0.1,1019,18,9,4,-0.6650391675776890,1.8271800959726,-0.8550503583141720,2.3492315519647700,0.0,9,38,61,0.0,1019,17,10,8,-0.2518983774093420,-3.602314625938250,0,0,0,0,1,1,0,0
1535,915,76,23,1,0.0,15,100,82,0.6,1019,18,9,3,1.5985328896414500,1.5436852676866600,1.9981661120518100,1.9296065846083300,0.0,10,56,62,0.0,1018,17,10,7,-0.3389389995742270,-3.8740904925790100,0,0,0,0,0,0,0,0
1615,915,76,28,1,0.0,15,98,83,0.3,1018,18,9,3,1.0168416076895000,2.283863644106500,1.2428064093982800,2.791388898352390,0.0,10,54,68,0.0,1018,17,9,7,-1.0065185087320200,-3.7563782133463800,0,0,0,0,0,0,0,0
1850,915,76,24,1,0.0,15,94,87,0.4,1017,18,9,3,-0.9947915830635330,2.8890845365534700,-1.1756627799841800,3.4143726341086400,0.0,11,50,81,0.0,1018,15,7,4,-2.1746390690529100,-3.2240350043807200,0,0,0,0,1,1,0,0
1955,915,76,14,1,0.0,15,88,87,0.2,1017,17,10,2,-0.7908359711465910,2.9514400247721500,-1.0065185087320300,3.7563782133463800,0.0,11,38,85,0.0,1018,14,6,3,-2.3403917567024100,-3.1058047612950300,0,0,0,0,0,0,0,0
645,916,77,5,0,0.0,16,100,92,1.6,1015,18,7,2,2.004624810804330,2.306057050680690,2.733579287460450,3.1446232509282200,0.0,7,11,91,0.0,1018,9,10,2,2.4939101256495600,0.17439118436031300,0,0,0,0,0,0,0,0
745,916,77,21,1,0.0,16,100,90,0.8,1016,18,7,2,1.9640732518199800,2.3406913539746500,2.6782817070272500,3.1918518463290800,0.0,8,8,87,0.0,1018,10,10,2,2.4939101256495600,0.17439118436031300,0,0,0,0,0,0,0,0
815,916,77,14,1,0.0,16,100,88,0.7,1016,18,8,2,2.0522049177521900,2.6267025120224100,2.5652561471902400,3.283378140028010,0.0,8,4,84,0.0,1019,11,10,3,2.7710112507217300,0.19376798262257000,0,0,0,0,0,0,0,0
1320,916,77,3,0,0.0,14,86,76,0.0,1018,19,10,5,0.7656593217138870,2.6701713776064400,0.918791186056664,3.2042056531277300,0.0,9,2,56,0.0,1018,17,10,8,-3.8510424895505500,-0.5412287259558100,0,0,0,0,0,0,0,0
1600,916,77,17,1,0.0,14,59,71,0.0,1018,19,10,5,-0.7284017094198290,1.8028574949909800,-0.8324590964798050,2.0604085657039700,0.0,9,8,55,0.0,1018,18,10,9,4.635919272833940,-1.8730329670795600,0,0,0,0,0,0,0,0
2055,916,77,0,0,0.0,15,17,70,0.0,1019,16,10,1,0.1590074961471200,-0.8180226528730530,0.21200999486282700,-1.0906968704974000,0.0,9,9,72,0.0,1019,15,10,6,-0.7345246995114540,-5.226414807247180,0,0,0,0,0,0,0,0
1220,917,74,0,2,0.0,11,4,55,0.0,1023,20,10,9,-0.8583805399304090,2.6418236563754300,-1.0300566479164900,3.1701883876505100,0.0,9,5,55,0.0,1023,18,10,9,-1.250000000000000,-2.165063509461100,0,0,0,0,0,0,0,0
1415,917,74,0,0,0.0,11,3,51,0.0,1023,21,10,10,-1.2610847214987400,2.4750181227454700,-1.3871931936486100,2.7225199350200100,0.0,9,4,50,0.0,1023,20,10,11,-0.28941362944488400,1.6413462550203500,0,0,0,0,0,0,0,0
1745,917,74,3,0,0.0,11,2,50,0.0,1022,22,10,11,-1.433941090877620,2.04788011072248,-1.7525946666282000,2.50296457977192,0.0,11,2,55,0.0,1022,22,10,11,0.2499456159376280,1.0826334053169300,0,0,0,0,0,0,0,0
1320,918,74,10,1,0.0,10,7,56,0.0,1024,20,10,10,-0.8200052834271710,4.6504810558909800,-0.916476493242132,5.197596474231100,0.0,9,4,58,0.0,1026,18,10,9,-1.0300566479164900,3.1701883876505100,0,0,0,0,0,0,0,0
1835,918,74,1,0,0.0,9,7,52,0.0,1023,19,10,10,0.27621754683776000,5.270544766760250,0.3343686093299200,6.380133138709780,0.0,10,4,65,0.0,1025,18,10,8,-1.0622688677349200,4.6011919725969400,0,0,0,0,0,0,0,0
2155,918,74,1,0,0.0,10,9,59,0.0,1024,18,10,8,-0.4115687851972750,4.704252740988800,-0.5810382849843880,6.641297987278300,0.0,9,12,82,0.0,1026,15,10,6,-1.2128181964369300,5.705861004280530,0,0,0,0,0,0,0,0
730,919,81,1,0,0.0,13,3,68,0.0,1024,19,10,6,-1.9087195233704600,0.3710174910099490,-2.4540679586191600,0.4770224884413620,0.0,7,9,87,0.0,1026,10,10,3,-1.1400671444189000,3.1323087359530300,0,0,0,0,0,0,0,0
1135,919,81,8,1,0.0,13,5,60,0.0,1023,21,10,8,-2.773970929873820,0.14537765623039900,-3.32876511584858,0.17445318747647900,0.0,10,14,69,0.0,1025,16,10,6,-2.4620193825305200,0.4341204441673260,0,0,0,0,0,0,0,0
1235,919,81,2,0,0.0,13,6,57,0.0,1023,22,10,9,-3.0481123757939100,0.213144780884828,-3.602314625938250,0.2518983774093420,0.0,11,14,64,0.0,1025,18,10,7,-2.4540679586191600,-0.4770224884413620,0,0,0,0,0,0,0,0
1700,919,81,18,1,0.0,12,11,53,0.0,1022,22,10,10,-3.3334283916193300,2.002925846872430,-3.8096324475649400,2.2890581107113500,0.0,12,6,62,0.0,1023,21,10,9,-5.047163989804910,-1.5430728860366600,0,0,0,0,0,0,0,0
1745,919,81,12,1,0.0,12,11,53,0.0,1022,22,10,10,-3.3334283916193300,2.002925846872430,-3.8096324475649400,2.2890581107113500,0.0,12,6,62,0.0,1023,21,10,9,-5.047163989804910,-1.5430728860366600,0,0,0,0,0,0,0,0
1835,919,81,17,1,0.0,12,10,54,0.0,1022,22,10,10,-3.1855912833460800,2.230575030254070,-3.8682179869202400,2.708555393879940,0.0,12,5,65,0.0,1022,21,10,9,-5.578444409784380,-1.7055016108826300,0,0,0,0,0,0,0,0
2055,919,81,20,1,0.0,13,11,61,0.0,1022,21,10,8,-2.160604053625560,2.160604053625560,-2.7498597046143500,2.749859704614350,0.0,11,15,75,0.0,1022,19,10,8,-5.369611645139240,-2.279264916187430,0,0,0,0,0,0,0,0
830,920,82,6,1,0.0,13,11,67,0.0,1023,19,10,6,-0.7043637695678330,-1.5105129783944200,-0.9391516927571110,-2.0140173045258900,0.0,10,9,78,0.0,1022,14,10,4,-1.3527460317796800,-3.3481639192689500,0,0,0,0,0,0,0,0
1135,920,82,3,0,0.0,14,14,63,0.0,1023,21,10,7,-1.5111171472774400,-1.223678538152460,-1.7269910254599400,-1.398489757888530,0.0,11,7,63,0.0,1022,19,10,8,-0.9442185939234510,-2.906006022012970,0,0,0,0,0,0,0,0
1235,920,82,1,0,0.0,14,15,61,0.0,1023,22,10,8,-1.7168425416701400,-0.9128613720836770,-1.9621057619087300,-1.0432701395242000,0.0,12,6,57,0.0,1021,21,10,9,-0.8933579866528080,-2.9220423098870500,0,0,0,0,0,0,0,0
1345,920,82,0,0,0.0,15,16,60,0.0,1023,23,10,8,-1.776338389860610,-0.7908768059807220,-2.2838636441065000,-1.0168416076895000,0.0,12,7,55,0.0,1021,22,10,10,-0.8422252538852740,-2.9371885153670900,0,0,0,0,0,0,0,0
1835,920,82,43,2,0.0,16,13,60,0.0,1021,24,10,8,-2.62644048777588,-0.9043559846032130,-3.4143726341086400,-1.1756627799841800,0.0,15,11,61,0.0,1020,24,10,9,-1.05654565435175,-2.265769467591620,0,0,0,0,0,0,0,0
1945,920,82,10,1,0.0,16,11,62,0.0,1021,24,10,8,-2.4750181227454700,-1.2610847214987400,-3.465025371843650,-1.7655186100982400,0.0,15,13,68,0.0,1020,22,10,7,-1.5045375578801200,-1.996588775118230,0,0,0,0,0,0,0,0
2055,920,82,14,1,0.0,16,10,64,0.0,1021,23,10,7,-2.2754223452472,-1.593267878752910,-3.18559128334608,-2.2305750302540700,0.0,15,14,74,0.0,1021,21,10,6,-2.1279012308860500,-1.7855211380181600,0,0,0,0,0,0,0,0
1000,921,40,7,1,0.0,16,41,71,0.0,1022,21,10,5,-1.4433756729740600,0.8333333333333330,-1.9245008972987500,1.111111111111110,0.0,16,28,80,0.0,1023,19,10,3,-2.1251216799178600,-0.6497148993838590,0,0,0,0,0,0,0,0
1205,921,40,20,1,0.0,18,38,70,0.0,1022,23,10,5,-2.2657694675916200,1.0565456543517500,-2.517521630657360,1.1739396159463900,0.0,17,17,68,0.0,1023,23,10,6,-2.363796438998290,-0.8139203861428920,0,0,0,0,0,0,0,0
1300,921,40,4,0,0.0,18,44,70,0.0,1021,24,10,6,-2.246985115747920,1.0959278669726900,-2.7463151414696800,1.339467392966630,0.0,17,13,65,0.0,1022,24,10,7,-2.9220423098870500,-0.8933579866528060,0,0,0,0,0,0,0,0
1030,922,77,0,0,0.0,17,36,68,0.0,1015,24,10,7,-3.9283710065919300,-3.9283710065919300,-5.892556509887900,-5.892556509887900,0.0,18,73,86,0.0,1014,20,10,2,-6.290029259590680,-4.084792762612700,0,0,0,0,0,0,0,0
1230,922,77,0,0,0.0,16,30,59,0.0,1014,25,10,9,-4.517626657580720,-4.5176266575807200,-6.678230711206290,-6.6782307112062800,0.0,19,93,81,0.0,1013,23,10,4,-6.0796049517945500,-5.284919955756870,0,0,0,0,0,0,0,0
1329,922,77,48,2,0.0,16,35,58,0.0,1014,25,10,9,-4.736099722656240,-5.078845150133130,-6.819983600624990,-7.313537016191700,0.0,19,89,78,0.0,1012,24,10,5,-6.170913569569550,-5.1780113002526800,0,0,0,0,0,0,0,0
1535,922,77,31,2,0.0,16,45,57,0.0,1013,25,10,9,-4.820907072649050,-5.745333323392330,-7.142084552072660,-8.511604923544200,0.0,19,80,71,0.0,1011,25,10,6,-6.383703692658150,-5.356563414054490,0,0,0,0,0,0,0,0
1615,922,77,0,0,0.0,16,44,58,0.0,1012,25,10,9,-4.7199029328737800,-5.828594710927280,-7.167260009178700,-8.850829005482170,0.0,19,78,68,0.0,1010,25,10,6,-6.907964101839740,-5.593959031554110,0,0,0,0,0,0,0,0
1715,922,77,9,1,0.0,16,44,59,0.0,1012,25,10,9,-4.446443988463090,-5.6911887760485500,-7.01170013565333,-8.974566916076560,0.0,18,76,65,0.0,1010,25,10,7,-7.555585736387220,-6.11839269076231,0,0,0,0,0,0,0,0
1850,922,77,17,1,0.0,16,44,60,0.0,1012,24,10,8,-4.346441833875900,-5.767923128119340,-6.854004430342770,-9.095571086649720,0.0,17,74,62,0.0,1009,25,10,8,-7.9873334927522,-6.468015130234440,0,0,0,0,0,0,0,0
1955,922,77,9,1,0.0,16,45,62,0.0,1011,24,10,8,-4.370280493401650,-5.3968469545623,-6.992448789442630,-8.634955127299680,0.0,17,67,62,0.0,1009,24,10,7,-7.719844628202360,-7.198871578437480,0,0,0,0,0,0,0,0
2100,922,77,42,2,0.0,17,46,66,0.0,1011,23,10,6,-4.191488240772690,-4.821755651423260,-6.742828909069110,-7.7567373522896000,0.0,15,53,63,0.0,1009,23,10,8,-6.992448789442630,-8.634955127299680,0,0,0,0,0,0,0,0
2145,922,77,22,1,0.0,17,46,66,0.0,1011,23,10,6,-4.191488240772690,-4.821755651423260,-6.742828909069110,-7.7567373522896000,0.0,15,53,63,0.0,1009,23,10,8,-6.992448789442630,-8.634955127299680,0,0,0,0,0,0,0,0
645,923,78,2,0,0.0,17,81,72,0.0,1004,23,10,6,-5.593959031554110,-6.907964101839740,-8.565749767067230,-10.577820030942100,0.0,17,67,82,0.1,1004,21,7,4,-7.313537016191710,-6.819983600624980,0,0,0,0,1,0,1,0
745,923,78,11,1,0.0,17,86,72,0.0,1005,23,10,6,-4.689947245962730,-7.2218854461967100,-6.959276558525340,-10.716346145969300,0.0,18,77,82,0.0,1003,21,8,3,-7.7567373522896000,-6.7428289090691100,0,0,0,0,1,0,1,0
845,923,78,1,0,0.0,17,91,72,0.0,1005,22,10,5,-3.6530928899089800,-7.4899503858263900,-5.357869571866510,-10.985260565878700,0.0,18,87,83,0.0,1003,21,9,3,-8.203207370934690,-6.642826349970510,0,0,0,0,1,0,1,0
930,923,78,14,1,0.0,17,96,73,0.0,1005,22,10,5,-2.7130679538096400,-7.879321463327640,-3.707859536873170,-10.768405999881100,0.0,18,96,84,0.0,1002,21,10,3,-8.651884692179010,-6.519662750813850,0,0,0,0,0,0,0,0
1320,923,78,16,1,0.0,14,73,62,0.0,1007,22,10,8,0.5037967548186820,-7.20462925187651,0.6006807461299670,-8.590134877237380,0.0,17,59,73,0.0,1001,22,10,5,-6.213254483008300,-9.211528583944900,0,0,0,0,0,0,0,0
1530,923,78,9,1,0.0,13,64,56,0.0,1007,22,10,9,0.84631488475797,-6.892681608620290,0.9817252663192450,-7.995510665999540,0.0,16,34,68,0.0,1001,22,10,6,-3.5269883399525300,-10.243117902325900,0,0,0,0,0,0,0,0
1745,923,78,18,1,0.0,13,65,57,0.0,1008,21,9,8,0.9278206730671030,-6.601787124943800,1.08245745191162,-7.702084979101100,0.0,14,40,66,0.0,1002,21,10,7,-1.5643446504023100,-9.876883405951380,0,0,0,0,0,0,0,0
1835,923,78,0,0,0.0,12,66,57,0.0,1008,21,9,9,0.8891614783559740,-6.3267126614044800,1.08245745191162,-7.702084979101100,0.0,13,42,66,0.0,1003,20,10,7,-0.6781879391789990,-9.69853937752607,0,0,0,0,0,0,0,0
2055,923,78,19,1,0.0,12,50,63,0.0,1008,19,10,7,1.0129477030570900,-5.744711892571220,1.3505969374094600,-7.659615856761620,0.0,12,56,71,0.0,1004,17,10,5,-1.5435393570393800,-8.753846693441850,0,0,0,0,0,0,0,0
1600,924,74,29,1,0.0,11,52,51,0.1,1011,21,10,10,1.356533976904820,-3.9396607316638200,1.6278407722857800,-4.727592877996580,0.0,10,85,69,0.0,1009,16,10,6,3.280295144952540,-3.773547901113860,0,0,0,0,0,0,0,0
1645,924,74,10,1,0.0,11,52,51,0.1,1011,21,10,10,1.356533976904820,-3.9396607316638200,1.6278407722857800,-4.727592877996580,0.0,10,85,69,0.0,1009,16,10,6,3.280295144952540,-3.773547901113860,0,0,0,0,0,0,0,0
1835,924,74,7,1,0.0,10,31,51,0.0,1010,21,10,11,1.5374051738254600,-4.464948829219000,1.808711969206420,-5.2528809755517600,0.0,10,71,72,0.0,1009,15,10,5,2.7756525802700100,-3.820358028992810,0,0,0,0,0,0,0,0
730,925,74,15,1,0.0,13,53,74,0.0,1008,18,10,5,-2.6267025120224100,-2.052204917752190,-3.940053768033610,-3.0783073766282900,0.0,8,5,86,0.0,1010,10,10,2,-1.433941090877620,-2.047880110722480,0,0,0,0,0,0,0,0
1320,925,74,2,0,0.0,14,41,60,0.0,1005,23,10,9,-5.9160980976427200,-4.142496484757550,-7.28135150479104,-5.098457212009300,0.0,12,33,67,0.0,1006,18,10,6,-5.2745626981563400,0.184191788152087,0,0,0,0,0,0,0,0
1515,925,74,6,1,0.0,14,63,55,0.0,1004,23,10,9,-6.655295917060780,-5.015125192933730,-8.20819829770829,-6.185321071284940,0.0,14,57,71,0.0,1005,19,10,5,-6.380133138709780,-0.3343686093299170,0,0,0,0,0,0,0,0
1600,925,74,2,0,0.0,14,72,56,0.0,1003,23,10,9,-5.986444427456790,-5.3902187734463600,-8.050735609338440,-7.248914902220970,0.0,14,65,73,0.0,1004,19,10,5,-6.906402051168570,-0.7258921060253690,0,0,0,0,0,0,0,0
1645,925,74,3,0,0.0,14,72,56,0.0,1003,23,10,9,-5.986444427456790,-5.3902187734463600,-8.050735609338440,-7.248914902220970,0.0,14,65,73,0.0,1004,19,10,5,-6.906402051168570,-0.7258921060253690,0,0,0,0,0,0,0,0
1745,925,74,10,1,0.0,14,81,58,0.1,1003,23,10,9,-5.595859095364150,-5.794681724950240,-7.911386996894140,-8.192481059412410,0.0,15,73,76,0.0,1003,19,10,4,-7.407662554463530,-1.1732584878017300,0,0,0,0,0,0,0,0
1940,925,74,30,1,0.0,14,91,61,0.0,1003,22,10,8,-4.571663073385900,-6.292354400694040,-6.6942209288865000,-9.213804658159120,0.0,15,87,79,0.0,1003,19,10,4,-8.58600734479172,-2.3006137342446300,0,0,0,0,1,0,0,0
2055,925,74,0,0,0.0,14,93,64,0.3,1003,21,10,7,-3.862785561825410,-6.428754755265840,-5.579579144858920,-9.285979090939550,0.0,15,92,80,0.1,1002,18,10,3,-9.19254170721558,-3.1652459461112500,0,0,0,0,1,0,0,0
2155,925,74,11,1,0.0,14,95,66,0.4,1003,21,10,7,-3.1527118037468500,-6.187545306863670,-4.792121941695220,-9.405068866432770,0.0,14,97,80,0.2,1002,18,10,4,-9.786940687093870,-3.9541807082790700,0,0,0,0,0,0,0,0
830,926,82,5,0,0.0,11,48,64,0.1,1006,18,10,7,-0.8662987117406660,-4.075615003057520,-1.0973117015381800,-5.1624456705395300,0.0,12,44,83,0.0,1005,15,10,3,-1.1660549717455600,-5.998832787735720,0,0,0,0,1,0,0,0
930,926,82,2,0,0.0,11,46,63,0.1,1007,18,10,7,-1.4250839305236200,-3.9153859199412800,-1.8051063119965900,-4.9594888319256300,0.0,11,39,80,0.0,1005,15,10,4,-0.8690803613346170,-5.487157447750760,0,0,0,0,1,0,0,0
1135,926,82,13,1,0.0,10,58,55,0.2,1007,19,9,9,-0.8891614783559710,-6.3267126614044800,-1.082457451911620,-7.702084979101100,0.0,11,47,69,0.0,1005,17,10,6,-0.7345246995114540,-5.226414807247180,0,0,0,0,1,0,0,0
1345,926,82,9,1,0.0,9,52,50,0.1,1008,20,10,11,0.12604515760260000,-7.2211222427961600,0.15513250166473900,-8.887535068056810,0.0,11,65,64,0.0,1005,18,10,7,-0.5807136848202960,-5.525121640934850,0,0,0,0,0,0,0,0
1430,926,82,16,1,0.0,9,39,48,0.0,1008,20,10,11,0.5037967548186820,-7.20462925187651,0.5813039478677100,-8.313033752165200,0.0,11,78,64,0.3,1005,18,10,7,-0.5084084993613400,-5.811135738868510,0,0,0,0,0,0,0,0
1500,926,82,0,0,0.0,8,27,46,0.0,1009,20,10,12,0.84631488475797,-6.892681608620290,0.9817252663192450,-7.995510665999540,0.0,11,91,64,0.4,1005,18,10,7,-0.4262895617696560,-6.096224751587820,0,0,0,0,0,0,0,0
1600,926,82,0,0,0.0,8,23,47,0.0,1009,20,10,12,1.0428964336015400,-6.58458893730092,1.2167125058684600,-7.682020426851070,0.0,11,87,71,0.2,1006,17,9,6,-0.4456663600319140,-6.3733258766599900,0,0,1,0,1,0,0,0
1700,926,82,28,1,0.0,8,19,48,0.0,1010,19,10,11,1.061183307964570,-6.018269601741270,1.254125727594490,-7.112500438421500,0.0,11,83,77,0.7,1006,16,9,5,-0.4844199565564280,-6.927528126804340,0,0,0,0,0,0,0,0
1745,926,82,14,1,0.0,8,19,48,0.0,1010,19,10,11,1.061183307964570,-6.018269601741270,1.254125727594490,-7.112500438421500,0.0,11,83,77,0.7,1006,16,9,5,-0.4844199565564280,-6.927528126804340,0,0,0,0,0,0,0,0
1835,926,82,4,0,0.0,8,15,49,0.0,1010,19,10,11,1.2128181964369300,-5.705861004280530,1.4438311862344300,-6.79269167176254,0.0,12,78,83,0.9,1007,15,9,3,-0.3779819061990420,-7.212324417671920,0,0,0,0,0,0,0,0
1945,926,82,2,0,0.0,8,11,50,0.0,1011,18,10,10,1.0070474755984300,-5.1808101348626700,1.2720599691769600,-6.544181222984430,0.0,11,72,87,0.4,1008,14,9,3,-0.4844199565564280,-6.927528126804340,0,0,0,0,0,0,0,0
2055,926,82,39,2,0.0,8,8,52,0.0,1012,18,10,10,0.8682408883346500,-4.9240387650610400,1.1576545177795300,-6.565385020081390,0.0,11,66,90,0.5,1009,12,9,1,-0.4844199565564280,-6.927528126804340,0,0,0,0,0,0,0,0
830,927,82,0,0,0.0,7,9,58,0.0,1017,15,10,8,-1.6728265158971500,-1.857862063693490,-2.0445657416520700,-2.270720300069820,0.0,8,12,87,0.0,1017,10,8,2,-1.7525946666282000,-2.5029645797719200,0,0,0,0,0,0,0,0
930,927,82,0,0,0.0,7,8,57,0.0,1017,16,10,9,-2.2754223452472,-1.593267878752910,-2.50296457977192,-1.7525946666282000,0.0,8,13,84,0.0,1017,11,10,3,-1.8944398890625000,-2.0315380600532500,0,0,0,0,0,0,0,0
1135,927,82,1,0,0.0,7,12,50,0.0,1016,17,10,10,-3.605714989981950,-1.4568034188396600,-4.120817131407950,-1.664918192959610,0.0,9,10,70,0.0,1017,15,10,6,-2.553481477063260,-2.142625365621800,0,0,0,0,0,0,0,0
1235,927,82,5,0,0.0,7,14,47,0.0,1016,18,10,11,-4.272274204170310,-1.2250549147422200,-5.073325617452240,-1.4547527112563800,0.0,9,8,63,0.0,1017,16,10,7,-2.8839615640596700,-2.1732209169379500,0,0,0,0,0,0,0,0
1345,927,82,10,1,0.0,8,18,48,0.0,1015,19,10,11,-4.92403876506104,-0.8682408883346520,-5.744711892571210,-1.0129477030570900,0.0,9,10,61,0.0,1016,17,10,8,-3.571530419592140,-2.1459919787918900,0,0,0,0,0,0,0,0
1500,927,82,8,1,0.0,10,25,49,0.0,1014,21,10,11,-6.107388387338920,0.2132747020708380,-7.217822639582360,0.2520519206291720,0.0,10,13,57,0.0,1016,19,10,9,-5.047163989804910,-1.5430728860366600,0,0,0,0,0,0,0,0
1535,927,82,23,1,0.0,10,25,49,0.0,1014,21,10,11,-6.107388387338920,0.2132747020708380,-7.217822639582360,0.2520519206291720,0.0,10,13,57,0.0,1016,19,10,9,-5.047163989804910,-1.5430728860366600,0,0,0,0,0,0,0,0
1630,927,82,0,2,0.0,10,30,49,0.0,1013,21,10,11,-5.833333333333330,7.14377299502623e-16,-7.5,9.18485099360515e-16,0.0,10,17,59,0.0,1015,18,10,8,-5.705861004280530,-1.2128181964369300,0,0,0,0,0,0,0,0
1745,927,82,33,2,0.0,10,34,49,0.0,1012,21,10,11,-5.832444888412280,-0.10180570421748500,-7.77659318454971,-0.13574093895664700,0.0,10,21,61,0.0,1014,18,10,8,-6.3412670799306700,-0.7786096939773330,0,0,0,0,0,0,0,0
1835,927,82,10,1,0.0,10,38,48,0.0,1012,21,10,11,-5.825338952735010,-0.3052930780838370,-8.044515696634070,-0.4215952030681560,0.0,10,25,64,0.0,1014,17,10,7,-6.9402140765215000,-0.24235761598959000,0,0,0,0,0,0,0,0
1945,927,82,32,2,0.0,10,38,50,0.0,1011,21,10,11,-5.534414989398590,-0.4841985708203220,-8.30162248409788,-0.7262978562304830,0.0,10,33,64,0.0,1014,16,10,6,-6.943386771919380,0.12119726692557900,0,0,0,0,0,0,0,0
2055,927,82,32,2,0.0,10,38,51,0.0,1011,20,10,10,-5.2384380225514200,-0.6431993124160580,-8.271217930344350,-1.0155778617095600,0.0,9,41,64,0.0,1013,15,10,6,-7.204629251876510,0.5037967548186840,0,0,0,0,0,0,0,0
1205,928,41,1,0,0.0,14,46,72,0.0,1016,20,10,6,3.8354368893851700,-1.6280463687053100,4.6025242672622,-1.9536556424463700,0.0,16,87,92,0.0,1014,17,3,1,-0.16480317887292400,-4.7193455720346200,0,0,0,0,0,0,0,0
1230,929,78,5,0,0.0,5,2,52,0.0,1029,15,10,10,0.7387183071344240,4.664083830588150,0.8690803613346160,5.487157447750770,0.0,4,4,54,0.0,1030,14,10,10,2.79556855981808,1.8154634500500900,0,0,0,0,0,0,0,0
1329,929,78,32,2,0.0,6,2,50,0.0,1028,16,10,10,0.4936066320972520,4.696353394794620,0.5516780005792820,5.248865558888110,0.0,5,4,52,0.0,1029,14,10,9,1.2176976299696600,2.4966501286088000,0,0,0,0,0,0,0,0
1450,929,78,6,1,0.0,6,3,49,0.0,1028,16,10,10,0.24714201559168000,4.715750580785490,0.27621754683776000,5.270544766760250,0.0,5,4,51,0.0,1029,15,10,10,-0.19367942832812900,2.2137659957594300,0,0,0,0,0,0,0,0
1535,929,78,14,1,0.0,6,3,48,0.0,1028,17,10,11,2.72143733143856e-16,4.4444444444444500,3.23170683108329e-16,5.277777777777780,0.0,6,4,50,0.0,1029,16,10,10,-0.9796420871541220,1.3483616572915800,0,0,0,0,0,0,0,0
1615,929,78,9,1,0.0,6,4,49,0.0,1027,17,10,11,0.07756625083237060,4.443767534028410,0.09210992286344000,5.276973946658730,0.0,6,4,53,0.0,1028,16,10,10,-1.6239501079753900,-0.3749184239064420,0,0,0,0,0,0,0,0
1715,929,78,26,1,0.0,6,4,49,0.0,1027,17,10,11,0.15510887423333800,4.4417370089737600,0.18419178815208900,5.2745626981563400,0.0,6,4,55,0.0,1028,16,10,10,-0.2894136294448840,-1.6413462550203500,0,0,0,0,0,0,0,0
