Tot Daily Flt,sdt,sat,departureoveralldelaytime,IROP,date_time,Sched departure,Sched arrival,Dep snowcm,Dep DewPointC,Dep cloudcover,Dep humidity,Dep precipMM,Dep pressure,Dep tempC,Dep visibility,Dep Snow,Dep Rain,Dep Fog,Dep Moderate,Dep FZ Rain,Dep Heavy,Dep TS,Dep Haze,Dep Drizzle,Dep Ice,Temp Dew Spread,Dep Wx,Dep Wy,Dep Gust Wx,Dep Gust Wy,Arr snowcm,Arr DewPointC,Arr cloudcover,Arr humidity,Arr precipMM,Arr pressure,Arr tempC,Arr visibility,Arr Snow,Arr Rain,Arr Fog,Arr Moderate,Arr FZ Rain,Arr Heavy,Arr TS,Arr Haze,Arr Temp Dew Spread,Arr Wx,Arr Wy,Arr Gust Wx,Arr Gust Wy
66,1/1/19 10:30,1/1/19 11:29,29,1,2019-01-01 10:00:00,2019-01-01 10:30:00,2019-01-01 11:29:00,0.0,-2,60,82,0.0,1009,0,10,0,0,0,0,0,0,0,0,0,0,2,3.0623959027870917,-1.9135973430643543,7.773774214767232,-4.857593255471053,10.5,-6,96,85,1.9,1008,-4,6,0,0,0,0,0,0,0,0,2,4.043012338683495,-3.3924901622345143,8.724395046632804,-7.320636665874479
66,1/1/19 11:30,1/1/19 12:29,15,1,2019-01-01 11:00:00,2019-01-01 11:30:00,2019-01-01 12:29:00,0.0,-2,60,81,0.0,1012,0,10,0,0,0,0,0,0,0,0,0,0,2,3.571530419592134,-2.1459919787918937,7.381162867157077,-4.435050089503247,10.5,-7,92,83,0.0,1010,-5,8,0,0,0,0,0,0,0,0,2,4.335011481951466,-3.903261870426672,8.257164727526602,-7.434784515098423
66,1/1/19 12:50,1/1/19 13:49,25,1,2019-01-01 12:00:00,2019-01-01 12:50:00,2019-01-01 13:49:00,0.0,-2,60,80,0.0,1014,0,10,0,0,0,0,0,0,0,0,0,0,2,4.089564406759848,-2.3611111111111134,7.21687836487032,-4.1666666666666705,10.5,-7,89,80,0.0,1011,-5,10,0,0,0,0,0,0,0,0,2,4.595782057719158,-4.438095144599152,7.992664448207232,-7.718426338433306
66,1/1/19 13:55,1/1/19 14:54,3,0,2019-01-01 13:00:00,2019-01-01 13:55:00,2019-01-01 14:54:00,0.0,-4,46,76,0.0,1016,-1,10,0,0,0,0,0,0,0,0,0,0,3,4.373098535696979,-2.4240481012316843,7.045547640845133,-3.905410829762158,10.5,-7,76,80,0.0,1012,-5,10,0,0,0,0,0,0,0,0,2,4.469383732117154,-4.167767755937489,7.719844628202357,-7.1988715784374815
66,1/1/19 14:30,1/1/19 15:29,19,1,2019-01-01 14:00:00,2019-01-01 14:30:00,2019-01-01 15:29:00,0.0,-5,33,73,0.0,1017,-1,10,0,0,0,0,0,0,0,0,0,0,4,4.660001184533225,-2.477766581369979,6.867370166680543,-3.6514454883347063,10.5,-7,64,80,0.0,1012,-6,10,0,0,0,0,0,0,0,0,1,4.063076120106504,-3.7888797781249903,7.313537016191707,-6.819983600624982
66,1/1/19 17:35,1/1/19 18:34,30,1,2019-01-01 17:00:00,2019-01-01 17:35:00,2019-01-01 18:34:00,0.0,-8,13,68,0.0,1022,-4,10,0,0,0,0,0,0,0,0,0,0,4,4.698463103929543,-1.7101007166283426,6.5256431999021425,-2.375139884206032,10.5,-9,27,76,0.0,1015,-6,10,0,0,0,0,0,0,0,0,3,4.1247895569215265,-4.124789556921528,5.892556509887896,-5.892556509887898
66,1/1/19 18:55,1/1/19 19:54,4,0,2019-01-01 18:00:00,2019-01-01 18:55:00,2019-01-01 19:54:00,0.0,-9,11,67,0.0,1023,-5,10,0,0,0,0,0,0,0,0,0,0,4,4.806308479691594,-1.3781867790849989,6.408411306255458,-1.837582372113332,10.5,-10,15,73,0.0,1016,-7,10,0,0,0,0,0,0,0,0,3,4.245134486138312,-4.395965446513983,5.402898436903307,-5.594865113745069
66,1/1/19 20:29,1/1/19 21:28,49,2,2019-01-01 20:00:00,2019-01-01 20:29:00,2019-01-01 21:28:00,0.0,-11,14,65,0.0,1025,-6,10,0,0,0,0,0,0,0,0,0,0,5,4.3769233467209245,-0.7717696785196946,5.471154183401155,-0.9647120981496181,10.5,-13,19,73,0.0,1019,-9,10,0,0,0,0,0,0,0,0,4,3.3924901622345125,-4.0430123386834955,4.285250731243595,-5.106962954126521
74,1/10/19 11:35,1/10/19 12:34,7,1,2019-01-10 11:00:00,2019-01-10 11:35:00,2019-01-10 12:34:00,0.0,-10,66,68,0.0,1023,-6,10,0,0,0,0,0,0,0,0,0,0,4,6.448070008761433,-4.349278138105813,8.06008751095179,-5.436597672632265,0.0,-14,100,72,0.0,1011,-11,2,1,0,0,0,0,0,0,0,3,6.476216345474755,-5.244336592081982,9.282576761847148,-7.516882448650841
74,1/10/19 13:45,1/10/19 14:44,0,0,2019-01-10 13:00:00,2019-01-10 13:45:00,2019-01-10 14:44:00,0.0,-10,70,67,0.0,1024,-5,10,0,0,0,0,0,0,0,0,0,0,5,6.067627457812105,-4.408389392193549,7.415989115103684,-5.388031479347671,0.0,-15,100,73,0.0,1012,-12,6,1,0,0,0,0,0,0,0,3,6.079604951794551,-5.284919955756865,8.595303552537125,-7.471783385725224
74,1/10/19 16:15,1/10/19 17:14,0,2,2019-01-10 16:00:00,2019-01-10 16:15:00,2019-01-10 17:14:00,0.0,-10,87,65,0.0,1024,-6,9,0,0,0,0,0,0,0,0,0,0,4,5.612720832744787,-4.545091713137718,6.907964101839739,-5.593959031554115,0.0,-15,100,72,0.0,1015,-12,10,1,0,0,0,0,0,0,0,3,4.736099722656236,-5.078845150133132,7.198871578437478,-7.7198446282023605
74,1/10/19 17:00,1/10/19 17:59,4,0,2019-01-10 17:00:00,2019-01-10 17:00:00,2019-01-10 17:59:00,0.0,-10,91,66,0.0,1024,-6,8,0,0,0,0,0,0,0,0,0,0,4,5.691188776048545,-4.446443988463091,7.004540032059747,-5.47254644733919,0.0,-16,100,72,0.0,1017,-13,10,0,0,0,0,0,0,0,0,3,4.373726859936714,-5.031397201485149,6.9250675282331295,-7.966378902351485
74,1/10/19 18:35,1/10/19 19:34,60,2,2019-01-10 18:00:00,2019-01-10 18:35:00,2019-01-10 19:34:00,0.0,-11,94,67,0.0,1024,-7,7,0,0,0,0,0,0,0,0,0,0,4,5.767923128119337,-4.346441833875904,7.32082550876685,-5.516637712227109,0.0,-16,100,72,0.0,1018,-14,10,0,0,0,0,0,0,0,0,2,4.020658053929518,-4.965099198197314,6.468015130234441,-7.9873334927522
74,1/10/19 19:30,1/10/19 20:29,14,1,2019-01-10 19:00:00,2019-01-10 19:30:00,2019-01-10 20:29:00,0.0,-11,89,68,0.0,1024,-8,6,0,0,0,0,0,0,0,0,0,0,3,5.461013628593277,-3.823842909006976,7.508893739315756,-5.257783999884592,0.0,-17,100,72,0.0,1018,-14,10,1,0,0,0,0,0,0,0,3,3.9333927590250406,-5.0345131480429455,6.156614753256585,-7.880107536067218
74,1/10/19 8:30,1/10/19 9:29,9,1,2019-01-10 08:00:00,2019-01-10 08:30:00,2019-01-10 09:29:00,0.0,-11,79,69,0.0,1021,-7,10,0,0,0,0,0,0,0,0,0,0,4,6.678358223360055,-4.5046095001810205,8.981240369346283,-6.057923120933097,0.0,-12,100,71,0.0,1008,-8,0,1,0,0,0,0,0,0,0,4,6.289246501856433,-5.467158574920895,9.64351130284653,-8.382976481545374
74,1/10/19 9:20,1/10/19 10:19,0,0,2019-01-10 09:00:00,2019-01-10 09:20:00,2019-01-10 10:19:00,0.0,-11,72,68,0.0,1020,-7,10,0,0,0,0,0,0,0,0,0,0,4,7.1389346525573005,-4.815272224331435,8.75095215474766,-5.902591758857889,0.0,-13,100,70,0.0,1009,-9,0,1,0,0,0,0,0,0,0,4,6.079604951794551,-5.284919955756865,9.64351130284653,-8.382976481545374
73,1/11/19 10:30,1/11/19 11:29,0,0,2019-01-11 10:00:00,2019-01-11 10:30:00,2019-01-11 11:29:00,0.0,-14,65,66,0.0,1031,-9,10,0,0,0,0,0,0,0,0,0,0,5,2.074623169993781,-0.7963732212117796,5.186557924984453,-1.9909330530294487,0.0,-23,36,67,0.0,1028,-19,10,1,0,0,0,0,0,0,0,4,2.216949046488927,-4.1694747440560445,3.651445488334703,-6.867370166680544
73,1/11/19 13:45,1/11/19 14:44,52,2,2019-01-11 13:00:00,2019-01-11 13:45:00,2019-01-11 14:44:00,0.0,-14,70,59,0.0,1031,-9,10,0,0,0,0,0,0,0,0,0,0,5,2.475018122745466,-1.2610847214987415,3.217523559569106,-1.639410137948364,0.0,-22,35,64,0.0,1029,-18,10,0,0,0,0,0,0,0,0,4,1.7609094239195817,-3.776282445986041,3.1696369630552472,-6.797308402774874
73,1/11/19 14:30,1/11/19 15:29,19,1,2019-01-11 14:00:00,2019-01-11 14:30:00,2019-01-11 15:29:00,0.0,-14,63,58,0.0,1030,-8,10,0,0,0,0,0,0,0,0,0,0,6,2.381020279728089,-1.4306613191945958,2.619122307700898,-1.5737274511140553,0.0,-22,31,65,0.0,1030,-17,10,0,0,0,0,0,0,0,0,5,1.4109735195445987,-3.3240453041338127,2.9304834636695514,-6.903786400893304
73,1/11/19 15:30,1/11/19 16:29,0,2,2019-01-11 15:00:00,2019-01-11 15:30:00,2019-01-11 16:29:00,0.0,-14,56,58,0.0,1030,-8,10,0,0,0,0,0,0,0,0,0,0,6,2.247269428819298,-1.6327368119235368,2.022542485937368,-1.4694631307311832,0.0,-22,27,65,0.0,1030,-17,10,0,0,0,0,0,0,0,0,5,1.0450615490506527,-2.8712830079569427,2.4701454795742706,-6.786668927898228
73,1/11/19 16:00,1/11/19 16:59,17,1,2019-01-11 16:00:00,2019-01-11 16:00:00,2019-01-11 16:59:00,0.0,-13,49,59,0.0,1031,-8,10,0,0,0,0,0,0,0,0,0,0,5,1.9151111077974448,-1.606969024216349,1.7023209847088399,-1.4284169104145326,0.0,-22,19,66,0.0,1031,-17,10,0,0,0,0,0,0,0,0,5,1.0852271815238543,-3.151728585331057,2.3513255599683514,-6.828745268217289
73,1/11/19 17:00,1/11/19 17:59,18,1,2019-01-11 17:00:00,2019-01-11 17:00:00,2019-01-11 17:59:00,0.0,-13,41,61,0.0,1031,-8,10,0,0,0,0,0,0,0,0,0,0,5,1.5985328896414464,-1.5436852676866615,1.3987162784362654,-1.3507246092258287,0.0,-21,10,68,0.0,1031,-18,10,0,0,0,0,0,0,0,0,3,0.9745723490757893,-3.187682519876785,2.1115734229975436,-6.906645459733034
73,1/11/19 18:00,1/11/19 18:59,63,2,2019-01-11 18:00:00,2019-01-11 18:00:00,2019-01-11 18:59:00,0.0,-13,34,63,0.0,1031,-8,10,0,0,0,0,0,0,0,0,0,0,5,1.275670334148208,-1.4674908504331683,1.0934317149841786,-1.2578493003712872,0.0,-21,2,69,0.0,1032,-18,10,0,0,0,0,0,0,0,0,3,0.9953571182280534,-3.4712227908883735,1.9907142364561068,-6.942445581776747
73,1/11/19 18:35,1/11/19 19:34,30,1,2019-01-11 18:00:00,2019-01-11 18:35:00,2019-01-11 19:34:00,0.0,-13,34,63,0.0,1031,-8,10,0,0,0,0,0,0,0,0,0,0,5,1.275670334148208,-1.4674908504331683,1.0934317149841786,-1.2578493003712872,0.0,-21,2,69,0.0,1032,-18,10,0,0,0,0,0,0,0,0,3,0.9953571182280534,-3.4712227908883735,1.9907142364561068,-6.942445581776747
73,1/11/19 19:30,1/11/19 20:29,3,0,2019-01-11 19:00:00,2019-01-11 19:30:00,2019-01-11 20:29:00,0.0,-12,41,65,0.0,1031,-8,10,0,0,0,0,0,0,0,0,0,0,4,1.6514329455053207,-1.4869569030196848,1.0321455909408253,-0.9293480643873029,0.0,-22,4,71,0.0,1032,-19,10,0,0,0,0,0,0,0,0,3,0.9953571182280534,-3.4712227908883735,1.914148304284718,-6.675428444016103
73,1/11/19 20:55,1/11/19 21:54,5,0,2019-01-11 20:00:00,2019-01-11 20:55:00,2019-01-11 21:54:00,0.0,-12,48,67,0.0,1031,-8,10,0,0,0,0,0,0,0,0,0,0,4,1.820337876197759,-1.2746143030023254,1.1377111726235993,-0.7966339393764533,0.0,-22,5,72,0.0,1033,-19,10,0,0,0,0,0,0,0,0,3,0.9745723490757893,-3.187682519876785,2.030359060574561,-6.641005249743301
73,1/11/19 7:30,1/11/19 8:29,16,1,2019-01-11 07:00:00,2019-01-11 07:30:00,2019-01-11 08:29:00,0.0,-11,59,73,0.0,1030,-7,10,0,0,0,0,0,0,0,0,0,0,4,2.060408565703972,-0.8324590964798051,6.696327838537909,-2.7054920635593667,0.0,-23,42,70,0.0,1027,-19,10,0,0,0,0,0,0,0,0,4,2.154709423317051,-3.887198698397316,4.040080168719471,-7.288497559494968
73,1/11/19 8:30,1/11/19 9:29,44,2,2019-01-11 08:00:00,2019-01-11 08:30:00,2019-01-11 09:29:00,0.0,-12,59,71,0.0,1030,-8,10,0,0,0,0,0,0,0,0,0,0,4,2.074623169993781,-0.7963732212117796,6.223869509981344,-2.3891196636353387,0.0,-23,38,69,0.0,1027,-19,10,1,0,0,0,0,0,0,0,4,2.086540279048402,-3.924211523817454,3.781854255775228,-7.112633386919135
73,1/11/19 9:20,1/11/19 10:19,31,2,2019-01-11 09:00:00,2019-01-11 09:20:00,2019-01-11 10:19:00,0.0,-13,60,69,0.0,1031,-9,10,0,0,0,0,0,0,0,0,0,0,4,2.0882058239686856,-0.7600447629459302,6.003591743909971,-2.185128693469549,0.0,-23,35,68,0.0,1028,-20,10,1,0,0,0,0,0,0,0,3,2.216949046488927,-4.1694747440560445,3.651445488334703,-6.867370166680544
67,1/13/19 10:20,1/13/19 11:19,17,1,2019-01-13 10:00:00,2019-01-13 10:20:00,2019-01-13 11:19:00,0.2,-13,67,65,0.0,1034,-9,8,0,0,0,0,0,0,0,0,0,0,4,2.5000000000000004,4.330127018922193,2.916666666666667,5.051814855409225,0.0,-24,5,71,0.0,1036,-21,10,0,0,0,0,0,0,0,0,3,0.7824526046431507,-1.4715793214315451,1.173678906964726,-2.207368982147318
67,1/13/19 11:05,1/13/19 12:04,3,0,2019-01-13 11:00:00,2019-01-13 11:05:00,2019-01-13 12:04:00,0.2,-13,71,64,0.0,1034,-9,9,0,0,0,0,0,0,0,0,0,0,4,2.28937876227437,4.130148617047147,2.828056118103633,5.101948291646475,0.0,-23,6,70,0.0,1036,-20,10,0,0,0,0,0,0,0,0,3,-0.08722659373824052,-1.6643825579242897,-0.1017643593612806,-1.9417796509116714
67,1/13/19 12:25,1/13/19 13:24,18,1,2019-01-13 12:00:00,2019-01-13 12:25:00,2019-01-13 13:24:00,0.2,-13,75,63,0.0,1034,-9,9,0,0,0,0,0,0,0,0,0,0,4,2.216949046488929,4.169474744056044,2.73858411625103,5.150527625010406,0.0,-21,6,68,0.0,1035,-18,10,0,0,0,0,0,0,0,0,3,-0.7564431041875375,-1.1648202332575333,-0.7564431041875375,-1.1648202332575333
67,1/13/19 13:45,1/13/19 14:44,10,1,2019-01-13 13:00:00,2019-01-13 13:45:00,2019-01-13 14:44:00,0.2,-13,67,62,0.0,1033,-8,9,0,0,0,0,0,0,0,0,0,0,5,1.8916270822481118,3.7125271841181995,2.522169442997482,4.950036245490932,0.0,-20,5,68,0.0,1035,-17,10,0,0,0,0,0,0,0,0,3,-1.3880428153042996,0.048471523197917636,-1.3880428153042996,0.048471523197917636
67,1/13/19 14:45,1/13/19 15:44,7,1,2019-01-13 14:00:00,2019-01-13 14:45:00,2019-01-13 15:44:00,0.2,-13,58,62,0.0,1033,-8,8,0,0,0,0,0,0,0,0,0,0,5,1.5830069189605573,3.2456451671914364,2.4353952599393187,4.993300257217594,0.0,-19,4,68,0.0,1034,-16,10,1,0,0,0,0,0,0,0,3,-0.5555555555555554,0.9622504486493765,-0.5555555555555554,0.9622504486493765
67,1/13/19 15:35,1/13/19 16:34,8,1,2019-01-13 15:00:00,2019-01-13 15:35:00,2019-01-13 16:34:00,0.2,-13,50,61,0.0,1032,-8,8,0,0,0,0,0,0,0,0,0,0,5,1.291333577541026,2.7692737937230967,2.2304852702981357,4.783291098248986,0.0,-18,4,68,0.0,1034,-15,10,0,0,0,0,0,0,0,0,3,0.521635069762101,0.9810528809543633,0.521635069762101,0.9810528809543633
67,1/13/19 16:15,1/13/19 17:14,17,1,2019-01-13 16:00:00,2019-01-13 16:15:00,2019-01-13 17:14:00,0.2,-13,34,60,0.0,1032,-8,9,0,0,0,0,0,0,0,0,0,0,5,1.3394673929666252,2.746315141469677,2.313625496942353,4.743635244356715,0.0,-19,4,70,0.0,1033,-16,10,0,0,0,0,0,0,0,0,3,0.09683971416406459,1.1068829978797172,0.07262978562304843,0.830162248409788
67,1/13/19 17:00,1/13/19 17:59,17,1,2019-01-13 17:00:00,2019-01-13 17:00:00,2019-01-13 17:59:00,0.2,-13,17,60,0.0,1031,-8,9,0,0,0,0,0,0,0,0,0,0,5,1.5133016657984895,2.9700217472945596,2.269952498697734,4.455032620941839,0.0,-19,4,72,0.0,1033,-16,10,0,0,0,0,0,0,0,0,3,-0.3433522159721637,1.0567294625501709,-0.2575141619791228,0.792547096912628
67,1/13/19 18:45,1/13/19 19:44,0,0,2019-01-13 18:00:00,2019-01-13 18:45:00,2019-01-13 19:44:00,0.2,-13,1,59,0.0,1031,-8,10,0,0,0,0,0,0,0,0,0,0,5,1.564905209286303,2.94315864286309,2.347357813929454,4.414737964294634,0.0,-19,4,74,0.0,1033,-17,10,0,0,0,0,0,0,0,0,2,-0.9293480643873031,1.0321455909408253,-0.5576088386323819,0.6192873545644952
67,1/13/19 20:55,1/13/19 21:54,12,1,2019-01-13 20:00:00,2019-01-13 20:55:00,2019-01-13 21:54:00,0.2,-13,4,61,0.0,1031,-8,9,0,0,0,0,0,0,0,0,0,0,5,1.7507014064451065,3.158348942447818,2.1547094233170543,3.8871986983973144,0.0,-20,9,79,0.0,1033,-18,10,1,0,0,0,0,0,0,0,2,-1.367788545850289,-0.24117802453740342,-0.8206731275101734,-0.14470681472244207
67,1/13/19 21:45,1/13/19 22:44,2,0,2019-01-13 21:00:00,2019-01-13 21:45:00,2019-01-13 22:44:00,0.2,-13,6,61,0.0,1031,-8,9,0,0,0,0,0,0,0,0,0,0,5,1.805555555555556,3.1273139581104727,2.083333333333334,3.608439182435161,0.0,-20,11,82,0.0,1033,-19,10,1,0,0,0,0,0,0,0,1,-1.0793693909124593,-0.87405609868033,-0.6476216345474757,-0.5244336592081981
67,1/13/19 9:00,1/13/19 9:59,2,0,2019-01-13 09:00:00,2019-01-13 09:00:00,2019-01-13 09:59:00,0.2,-14,64,66,0.1,1034,-10,8,0,0,0,0,0,0,0,0,0,0,4,2.7182565064697313,4.5239385314833696,3.1474549022281098,5.238244615401796,0.0,-25,5,72,0.0,1037,-23,10,0,0,0,0,0,0,0,0,2,1.4286121678368535,-0.8583967915167575,2.381020279728089,-1.4306613191945958
71,1/14/19 17:45,1/14/19 18:44,0,2,2019-01-14 17:00:00,2019-01-14 17:45:00,2019-01-14 18:44:00,0.0,-8,70,67,0.0,1024,-4,10,0,0,0,0,0,0,0,0,0,0,4,-1.1349762493488673,-2.2275163104709197,-1.3871931936486155,-2.7225199350200127,0.0,-15,74,71,0.0,1023,-12,10,0,0,0,0,0,0,0,0,3,-2.101152390220704,-0.7234847876825707,-3.151728585331056,-1.085227181523856
71,1/14/19 18:35,1/14/19 19:34,0,0,2019-01-14 18:00:00,2019-01-14 18:35:00,2019-01-14 19:34:00,0.0,-8,67,70,0.0,1024,-4,10,0,0,0,0,0,0,0,0,0,0,4,-0.6650391675776903,-1.8271800959725992,-1.2350727397871393,-3.393334463949113,0.0,-15,81,72,0.0,1022,-12,10,0,0,0,0,0,0,0,0,3,-2.1736613349640126,-0.4620259795950202,-3.5321996693165207,-0.7507922168419078
71,1/14/19 8:15,1/14/19 9:14,5,0,2019-01-14 08:00:00,2019-01-14 08:15:00,2019-01-14 09:14:00,0.0,-11,93,70,0.0,1028,-7,10,0,0,0,0,0,0,0,0,0,0,4,-1.0590203458625527,1.6307483265605467,-0.7564431041875376,1.1648202332575333,0.0,-22,24,75,0.0,1027,-19,10,0,0,0,0,0,0,0,0,3,-0.4872861745378951,-1.5938412599383922,-0.4872861745378951,-1.5938412599383922
71,1/14/19 9:30,1/14/19 10:29,5,0,2019-01-14 09:00:00,2019-01-14 09:30:00,2019-01-14 10:29:00,0.0,-11,94,70,0.0,1028,-7,10,0,0,0,0,0,0,0,0,0,0,4,-1.6489824091930505,1.0303985693423428,-0.9422756623960289,0.5887991824813388,0.0,-21,24,72,0.0,1027,-18,10,0,0,0,0,0,0,0,0,3,-0.47040368588824294,-1.8866861344255488,-0.4032031593327797,-1.6171595437933275
62,1/15/19 11:25,1/15/19 12:24,1,0,2019-01-15 11:00:00,2019-01-15 11:25:00,2019-01-15 12:24:00,0.0,-4,100,77,0.0,1022,-2,10,0,0,0,0,0,0,0,0,0,0,2,-1.3936531371206138,-3.6305905474891174,-2.190026358332393,-5.7052137174828985,0.4,-9,100,84,0.0,1019,-8,9,1,0,0,0,0,0,0,0,1,-1.5661543679765142,-0.5700335722094478,-2.0882058239686856,-0.7600447629459304
62,1/15/19 13:30,1/15/19 14:29,0,0,2019-01-15 13:00:00,2019-01-15 13:30:00,2019-01-15 14:29:00,0.0,-5,100,74,0.0,1021,-1,10,0,0,0,0,0,0,0,0,0,0,4,-1.6435154623249442,-3.5245302829203045,-2.7000611166766944,-5.790299750511929,0.4,-8,100,82,0.0,1018,-6,9,1,0,0,0,0,0,0,0,2,-1.8866861344255488,-0.4704036858882424,-2.425739315689991,-0.6048047389991688
62,1/15/19 17:00,1/15/19 17:59,6,1,2019-01-15 17:00:00,2019-01-15 17:00:00,2019-01-15 17:59:00,0.0,-5,100,73,0.0,1018,-2,10,0,0,0,0,0,0,0,0,0,0,3,-1.9135973430643514,-3.0623959027870935,-3.9743944817490378,-6.360360721173194,0.4,-6,100,83,0.1,1016,-5,6,1,0,0,0,0,0,0,0,1,-2.113458925100341,-0.6867044319443283,-3.9627354845631397,-1.2875708098956156
62,1/15/19 17:45,1/15/19 18:44,7,1,2019-01-15 17:00:00,2019-01-15 17:45:00,2019-01-15 18:44:00,0.0,-5,100,73,0.0,1018,-2,10,0,0,0,0,0,0,0,0,0,0,3,-1.9135973430643514,-3.0623959027870935,-3.9743944817490378,-6.360360721173194,0.4,-6,100,83,0.1,1016,-5,6,1,0,0,0,0,0,0,0,1,-2.113458925100341,-0.6867044319443283,-3.9627354845631397,-1.2875708098956156
62,1/15/19 18:35,1/15/19 19:34,43,2,2019-01-15 18:00:00,2019-01-15 18:35:00,2019-01-15 19:34:00,0.0,-5,100,74,0.0,1018,-2,10,0,0,0,0,0,0,0,0,0,0,3,-2.0193077069776986,-2.993746789782094,-4.349278138105813,-6.448070008761433,0.4,-6,100,85,0.1,1016,-6,5,0,0,0,0,0,0,0,0,0,-2.0746231699937816,-0.7963732212117788,-4.4085742362367855,-1.69229309507503
62,1/15/19 21:55,1/15/19 22:54,5,0,2019-01-15 21:00:00,2019-01-15 21:55:00,2019-01-15 22:54:00,0.0,-5,99,78,0.0,1017,-2,7,0,0,0,0,0,0,0,0,0,0,3,-2.173220916937952,-2.8839615640596685,-5.516637712227109,-7.32082550876685,0.4,-7,96,89,0.0,1014,-9,7,0,0,0,0,0,0,0,0,2,-2.246985115747918,-1.0959278669726926,-5.742295295800235,-2.8007045489302147
62,1/15/19 8:30,1/15/19 9:29,11,1,2019-01-15 08:00:00,2019-01-15 08:30:00,2019-01-15 09:29:00,0.0,-5,100,80,0.0,1023,-4,10,0,0,0,0,0,0,0,0,0,0,1,-0.8064063186655595,-3.234319087586655,-1.4784115842201921,-5.9295849939088665,0.4,-10,100,88,0.0,1019,-10,6,1,0,0,0,0,0,0,0,0,-1.39778427990904,-0.9077317250250452,-2.3296404665150665,-1.5128862083750751
63,1/16/19 11:25,1/16/19 12:24,4,0,2019-01-16 11:00:00,2019-01-16 11:25:00,2019-01-16 12:24:00,0.1,-9,87,59,0.1,1017,-2,7,0,0,0,0,0,0,0,0,0,0,7,2.7873062742412187,-7.261181094978238,3.9818661060588836,-10.373115849968912,0.5,-8,90,76,0.1,1009,-5,2,1,0,0,1,0,0,0,0,3,-1.8144142169975086,-7.277217947069974,-2.9568231684403843,-11.859169987817733
63,1/16/19 15:45,1/16/19 16:44,20,1,2019-01-16 15:00:00,2019-01-16 15:45:00,2019-01-16 16:44:00,0.1,-13,52,50,0.0,1020,-5,9,0,0,0,0,0,0,0,0,0,0,8,5.2849199557568625,-6.079604951794554,5.831635813248952,-6.708529601980198,0.5,-16,66,60,0.0,1015,-11,7,1,0,0,0,0,0,0,0,5,3.5024544264860604,-7.866641440811284,4.7452608358843404,-10.658030339163675
63,1/16/19 17:45,1/16/19 18:44,0,0,2019-01-16 17:00:00,2019-01-16 17:45:00,2019-01-16 18:44:00,0.1,-12,19,57,0.0,1021,-7,10,0,0,0,0,0,0,0,0,0,0,5,4.875691344127805,-4.546655733749988,5.688306568149105,-5.3044316893749865,0.5,-17,53,61,0.0,1018,-12,9,0,0,0,0,0,0,0,0,5,3.2877836009180808,-6.7409553472437524,4.627250993884706,-9.48727048871343
63,1/16/19 19:25,1/16/19 20:24,0,0,2019-01-16 19:00:00,2019-01-16 19:25:00,2019-01-16 20:24:00,0.1,-12,3,64,0.0,1023,-8,10,0,0,0,0,0,0,0,0,0,0,4,4.494538857638596,-3.2654736238470736,5.3934466291663155,-3.9185683486164886,0.5,-18,36,63,0.0,1021,-13,10,0,0,0,0,0,0,0,0,5,2.774386387297229,-5.445039870040026,4.161579580945844,-8.167559805060039
63,1/16/19 6:50,1/16/19 7:49,3,0,2019-01-16 06:00:00,2019-01-16 06:50:00,2019-01-16 07:49:00,0.1,-5,100,80,0.0,1014,-3,5,0,0,0,0,0,0,0,0,0,0,2,-2.372630417942167,-5.329015169581838,-4.632278435029946,-10.404267712040733,0.5,-5,88,88,0.1,1008,-5,5,1,0,0,0,0,0,0,0,0,-4.266229926111829,-3.9783237670312404,-7.516690822197033,-7.009427589531234
63,1/16/19 9:20,1/16/19 10:19,10,1,2019-01-16 09:00:00,2019-01-16 09:20:00,2019-01-16 10:19:00,0.1,-6,95,72,0.0,1016,-2,8,1,1,0,0,0,0,0,0,0,0,4,-0.12604515760260304,-7.221122242796159,-0.20361140843497413,-11.664889776824564,0.5,-5,89,83,0.1,1007,-4,3,0,0,0,0,0,0,0,0,1,-3.505189333256394,-5.005929159543837,-7.010378666512788,-10.011858319087674
72,1/17/19 10:30,1/17/19 11:29,11,1,2019-01-17 10:00:00,2019-01-17 10:30:00,2019-01-17 11:29:00,0.0,-13,51,68,0.0,1028,-9,10,0,0,0,0,0,0,0,0,0,0,4,-1.2578493003712867,1.0934317149841788,-2.5156986007425735,2.1868634299683576,0.0,-18,21,84,0.0,1030,-17,10,0,0,0,0,0,0,0,0,1,-1.223678538152461,-1.5111171472774438,-1.7481121973606588,-2.1587387818249195
72,1/17/19 11:35,1/17/19 12:34,4,0,2019-01-17 11:00:00,2019-01-17 11:35:00,2019-01-17 12:34:00,0.0,-12,61,68,0.0,1027,-8,10,0,0,0,0,0,0,0,0,0,0,4,-1.4895308616202347,1.2498647966127157,-2.766271600151865,2.3211774794236146,0.0,-17,24,80,0.0,1030,-16,10,0,0,0,0,0,0,0,0,1,-1.4895308616202352,-1.2498647966127152,-1.9151111077974452,-1.6069690242163481
