Tot Daily Flt,sdt,sat,departureoveralldelaytime,IROP,date_time,Sched departure,Sched arrival,Dep snowcm,Dep DewPointC,Dep cloudcover,Dep humidity,Dep precipMM,Dep pressure,Dep tempC,Dep visibility,Dep Snow,Dep Rain,Dep Fog,Dep Moderate,Dep FZ Rain,Dep Heavy,Dep TS,Dep Haze,Dep Drizzle,Dep Ice,Temp Dew Spread,Dep Wx,Dep Wy,Dep Gust Wx,Dep Gust Wy,Arr snowcm,Arr DewPointC,Arr cloudcover,Arr humidity,Arr precipMM,Arr pressure,Arr tempC,Arr visibility,Arr Snow,Arr Rain,Arr Fog,Arr Moderate,Arr FZ Rain,Arr Heavy,Arr TS,Arr Haze,Arr Temp Dew Spread,Arr Wx,Arr Wy,Arr Gust Wx,Arr Gust Wy
67,12/3/19 18:35,12/3/19 19:34,35,2,2019-12-03 18:00:00,2019-12-03 18:35:00,2019-12-03 19:34:00,0.2,-1,99,86,0.0,1003,1,8,0,0,0,0,0,0,0,0,0,0,2,-1.2350727397871393,-3.393334463949113,-1.805106311996588,-4.9594888319256265,0.0,-6,2,81,0.0,1001,-3,10,0,0,0,0,0,0,0,0,3,-0.17439118436031395,-2.4939101256495606,-0.2712751756715995,-3.8794157510104275
67,12/3/19 19:45,12/3/19 20:44,4,0,2019-12-03 19:00:00,2019-12-03 19:45:00,2019-12-03 20:44:00,0.2,-1,98,87,0.0,1002,0,7,0,0,0,0,0,0,0,0,0,0,1,-1.3527460317796833,-3.3481639192689543,-1.8730329670795616,-4.635919272833936,0.0,-6,13,81,0.0,1001,-3,10,0,0,0,0,0,0,0,0,3,-0.21788935686914562,-2.4904867452293638,-0.36314892811524274,-4.15081124204894
67,12/3/19 7:30,12/3/19 8:29,18,1,2019-12-03 07:00:00,2019-12-03 07:30:00,2019-12-03 08:29:00,0.2,-6,2,76,0.0,1009,-2,10,0,0,0,0,0,0,0,0,0,0,4,1.7983495008466273,-1.736645926147494,2.1979827232569886,-2.122567243069159,0.0,-10,13,75,0.0,1007,-6,10,0,0,0,0,0,0,0,0,4,2.381020279728089,-1.4306613191945958,4.285836503510561,-2.5751903745502727
76,12/30/19 10:30,12/30/19 11:29,25,1,2019-12-30 10:00:00,2019-12-30 10:30:00,2019-12-30 11:29:00,0.0,4,90,94,0.8,998,5,7,1,1,0,0,0,0,0,0,0,0,1,-2.800704548930218,5.742295295800234,-4.749020756881674,9.736935501574308,0.9,-6,100,82,0.2,1010,-3,8,0,0,0,0,0,0,0,0,3,1.0743203169175493,10.221475035729476,1.509855580532772,14.365316266430614
76,12/30/19 11:30,12/30/19 12:29,12,1,2019-12-30 11:00:00,2019-12-30 11:30:00,2019-12-30 12:29:00,0.0,5,79,92,0.6,998,6,8,0,0,0,0,0,0,0,0,0,0,1,-3.5355339059327373,3.5355339059327378,-6.2853936105470884,6.28539361054709,0.9,-6,100,87,1.3,1009,-4,7,1,0,0,0,0,0,0,0,2,1.1033560011585641,10.497731117776217,1.5679269490148016,14.9178284305241
76,12/30/19 12:45,12/30/19 13:44,24,1,2019-12-30 12:00:00,2019-12-30 12:45:00,2019-12-30 13:44:00,0.0,5,69,90,0.8,998,7,8,0,0,0,0,0,0,0,0,0,0,2,-3.272778119854569,1.5261215007303037,-6.2938040766434025,2.934849039865969,0.9,-5,100,91,1.8,1008,-4,6,0,1,0,0,1,0,0,0,1,1.1614273696405937,11.050243281869703,1.6259983174968313,15.470340594617584
76,12/30/19 13:55,12/30/19 14:54,15,1,2019-12-30 13:00:00,2019-12-30 13:55:00,2019-12-30 14:54:00,0.0,5,50,84,0.4,998,7,9,0,0,0,0,0,0,0,0,0,0,2,-4.15081124204894,0.36314892811524435,-7.471460235688092,0.6536680706074398,0.9,-4,100,92,0.9,1007,-3,6,1,0,0,0,0,0,0,0,1,0.9441872130996297,10.792109229327243,1.355755998296904,15.496361970316041
76,12/30/19 14:30,12/30/19 15:29,55,2,2019-12-30 14:00:00,2019-12-30 14:30:00,2019-12-30 15:29:00,0.0,4,30,78,0.0,999,8,9,0,0,0,0,0,0,0,0,0,0,4,-4.29300367239586,-1.1503068671223127,-7.781069156217495,-2.0849311966591917,0.9,-4,100,92,1.7,1007,-3,5,0,1,0,0,1,0,0,0,1,0.7556951322280258,10.806943877814764,1.085100702686396,15.51766300404171
76,12/30/19 17:35,12/30/19 18:34,12,1,2019-12-30 17:00:00,2019-12-30 17:35:00,2019-12-30 18:34:00,0.0,3,25,71,0.0,1000,8,10,0,0,0,0,0,0,0,0,0,0,5,-3.86821798692024,-2.7085553938799385,-7.05380927026632,-4.939130424134006,0.9,-2,100,95,1.7,1006,-2,5,0,1,0,0,1,0,0,0,0,-0.15998039234176517,9.165270538933585,-0.23754664317413615,13.609038072961992
76,12/30/19 18:55,12/30/19 19:54,62,2,2019-12-30 18:00:00,2019-12-30 18:55:00,2019-12-30 19:54:00,0.0,2,32,71,0.0,1001,7,10,0,0,0,0,0,0,0,0,0,0,5,-3.86821798692024,-2.7085553938799385,-7.05380927026632,-4.939130424134006,0.9,-1,100,96,2.3,1006,-2,5,1,1,0,0,1,0,0,0,1,-0.29082913918750614,8.328256891825799,-0.4362437087812592,12.492385337738696
76,12/30/19 20:35,12/30/19 21:34,0,2,2019-12-30 20:00:00,2019-12-30 20:35:00,2019-12-30 21:34:00,0.0,2,54,74,0.0,1002,6,10,0,0,0,0,0,0,0,0,0,0,4,-3.809632447564944,-2.289058110711352,-6.666856783238652,-4.005851693744866,0.9,-1,100,96,1.8,1007,-4,4,1,1,0,0,1,0,0,0,3,-0.37798190619903727,7.212324417671923,-0.5669728592985559,10.818486626507884
76,12/30/19 21:30,12/30/19 22:29,56,2,2019-12-30 21:00:00,2019-12-30 21:30:00,2019-12-30 22:29:00,0.0,2,65,75,0.0,1002,6,10,0,0,0,0,0,0,0,0,0,0,4,-3.8871986983973152,-2.1547094233170534,-6.316697884895637,-3.5014028128902113,0.9,-1,100,96,2.4,1007,-5,4,1,0,0,0,0,0,0,0,4,-0.465043158294169,6.650427001732162,-0.6975647374412535,9.975640502598242
76,12/30/19 9:29,12/30/19 10:28,0,2,2019-12-30 09:00:00,2019-12-30 09:29:00,2019-12-30 10:28:00,0.0,4,100,97,1.5,997,5,7,0,0,0,0,0,0,0,0,0,0,1,-0.947872670928924,7.719803401654727,-1.557219387954661,12.682534159861339,0.9,-7,100,78,0.5,1011,-3,9,0,1,0,0,1,0,0,0,4,1.0452846326765344,9.945218953682733,1.4517842120507423,13.812804102337129
53,12/31/19 10:30,12/31/19 11:29,27,1,2019-12-31 10:00:00,2019-12-31 10:30:00,2019-12-31 11:29:00,0.3,-2,100,85,0.0,1000,1,8,1,1,0,0,0,0,0,0,0,0,3,-4.747869718327797,-4.275001096181595,-5.780015309268622,-5.204349160568897,14.3,0,100,99,0.7,1001,0,2,1,0,0,0,0,0,0,0,0,-1.609876377148447,0.43136507517086836,-2.4148145657226703,0.6470476127563025
53,12/31/19 11:30,12/31/19 12:29,10,1,2019-12-31 11:00:00,2019-12-31 11:30:00,2019-12-31 12:29:00,0.3,-2,100,87,0.0,999,0,7,0,0,0,0,0,0,0,0,0,0,2,-4.747869718327797,-4.275001096181595,-5.986444427456787,-5.390218773446358,14.3,0,100,99,0.7,1001,0,2,1,0,0,0,0,0,0,0,0,-1.1050243281869705,-0.11614273696405895,-1.9337925743271982,-0.20324978968710317
53,12/31/19 12:50,12/31/19 13:49,27,1,2019-12-31 12:00:00,2019-12-31 12:50:00,2019-12-31 13:49:00,0.3,-2,100,88,0.0,999,0,7,1,1,0,0,0,0,0,0,0,0,2,-4.875691344127805,-4.546655733749989,-5.8914603741544305,-5.493875678281237,14.3,0,100,100,1.0,1000,0,2,0,0,0,0,0,0,0,0,0,-0.7489950385826393,-0.3653092889908976,-1.2483250643043988,-0.6088488149848292
53,12/31/19 13:55,12/31/19 14:54,28,1,2019-12-31 13:00:00,2019-12-31 13:55:00,2019-12-31 14:54:00,0.3,-2,100,86,0.0,999,0,7,0,0,0,0,0,0,0,0,0,0,2,-4.373726859936719,-5.031397201485145,-5.284919955756868,-6.07960495179455,14.3,0,100,100,0.5,1000,0,2,1,0,0,0,0,0,0,0,0,-1.0625608399589284,-0.3248574496919293,-1.5938412599383927,-0.48728617453789397
53,12/31/19 14:30,12/31/19 15:29,4,0,2019-12-31 14:00:00,2019-12-31 14:30:00,2019-12-31 15:29:00,0.3,-2,100,85,0.0,999,1,7,1,1,0,0,0,0,0,0,0,0,3,-3.823842909006976,-5.461013628593277,-4.620476848383429,-6.598724801216877,14.3,0,100,100,0.1,999,0,3,1,0,0,0,0,0,0,0,0,-1.3753723176966253,-0.19329597355564654,-1.9255212447752754,-0.2706143629779052
53,12/31/19 16:05,12/31/19 17:04,63,2,2019-12-31 16:00:00,2019-12-31 16:05:00,2019-12-31 17:04:00,0.3,-3,100,79,0.0,999,1,6,0,0,0,0,0,0,0,0,0,0,4,-2.3933199023794396,-5.9236746263989195,-3.0176642247392933,-7.468981050676898,14.3,0,100,99,0.1,998,0,3,1,0,0,0,0,0,0,0,0,-1.9441482961374275,0.03393523473916223,-2.499619237890978,0.04363101609320859
66,12/4/19 10:30,12/4/19 11:29,2,0,2019-12-04 10:00:00,2019-12-04 10:30:00,2019-12-04 11:29:00,0.1,-1,93,87,0.0,997,1,10,0,0,0,0,0,0,0,0,0,0,2,-1.6922930950750312,-4.4085742362367855,-2.2895730109838657,-5.964541613732122,1.1,-2,100,96,0.0,996,-2,1,1,0,0,0,0,0,0,0,0,-1.9800144981963737,-1.0088677771989918,-2.9700217472945605,-1.5133016657984877
66,12/4/19 11:30,12/4/19 12:29,14,1,2019-12-04 11:00:00,2019-12-04 11:30:00,2019-12-04 12:29:00,0.1,-1,90,85,0.0,996,2,10,0,0,0,0,0,0,0,0,0,0,3,-1.459246917881697,-4.491100215838225,-1.974275241839943,-6.076194409663481,1.1,-2,100,95,0.2,995,-1,2,1,0,0,0,0,0,0,0,1,-1.9621057619087265,-1.043270139524202,-2.94315864286309,-1.564905209286303
66,12/4/19 13:20,12/4/19 14:19,12,1,2019-12-04 13:00:00,2019-12-04 13:20:00,2019-12-04 14:19:00,0.1,-1,84,82,0.0,996,2,10,0,0,0,0,0,0,0,0,0,0,3,-1.209609477998339,-4.851478631379982,-1.5456121107756555,-6.199111584541089,1.1,-1,100,96,0.1,994,0,2,1,0,0,0,0,0,0,0,1,-2.207368982147317,-1.173678906964727,-2.94315864286309,-1.564905209286303
66,12/4/19 14:15,12/4/19 15:14,27,1,2019-12-04 14:00:00,2019-12-04 14:15:00,2019-12-04 15:14:00,0.1,-1,82,82,0.0,996,2,10,0,0,0,0,0,0,0,0,0,0,3,-1.039558454088799,-4.890738003669028,-1.3283246913356879,-6.249276338021536,1.1,0,100,96,0.2,994,0,2,1,0,0,0,0,0,0,0,0,-2.207368982147317,-1.173678906964727,-2.94315864286309,-1.564905209286303
66,12/4/19 17:45,12/4/19 18:44,17,1,2019-12-04 17:00:00,2019-12-04 17:45:00,2019-12-04 18:44:00,0.1,-1,80,81,0.0,997,2,10,1,1,0,0,0,0,0,0,0,0,3,-0.16480317887292442,-4.7193455720346185,-0.23266331135001095,-6.662605513460638,1.1,0,100,98,0.1,994,0,2,1,0,0,0,0,0,0,0,0,-1.9965887751182327,-1.5045375578801201,-3.1058047612950284,-2.340391756702409
66,12/4/19 6:45,12/4/19 7:39,43,2,2019-12-04 06:00:00,2019-12-04 06:45:00,2019-12-04 07:39:00,0.1,-1,95,92,0.0,997,0,10,0,0,1,0,0,0,0,0,0,0,1,-2.4321242426308127,-4.047734475537752,-3.2905210341475706,-5.4763466433746055,1.1,-4,90,96,0.0,997,-3,1,1,0,0,0,0,0,0,0,1,-1.904816223782472,-1.144529055355676,-3.333428391619326,-2.002925846872433
66,12/4/19 8:30,12/4/19 9:26,1,0,2019-12-04 08:00:00,2019-12-04 08:30:00,2019-12-04 09:26:00,0.1,-1,96,90,0.0,997,1,10,0,0,0,0,0,0,0,0,0,0,2,-2.0177355543979862,-3.960028996392746,-2.9004948594471056,-5.692541682314572,1.1,-3,97,96,0.1,996,-3,1,1,0,0,0,0,0,0,0,0,-1.9621057619087265,-1.043270139524202,-3.1884218631016803,-1.6953139767268282
75,12/5/19 10:35,12/5/19 11:34,22,1,2019-12-05 10:00:00,2019-12-05 10:35:00,2019-12-05 11:34:00,0.1,-6,44,69,0.0,1011,-1,9,0,0,0,0,0,0,0,0,0,0,5,2.485612818796559,-5.582777796704782,3.2764896247772826,-7.3591161865653945,0.0,-7,59,73,0.0,1005,-3,10,0,0,0,0,0,0,0,0,4,2.485612818796559,-5.582777796704782,3.1635072239228936,-7.105353559442451
75,12/5/19 11:35,12/5/19 12:34,11,1,2019-12-05 11:00:00,2019-12-05 11:35:00,2019-12-05 12:34:00,0.1,-7,37,66,0.0,1012,-1,9,0,0,0,0,0,0,0,0,0,0,6,2.900494859447104,-5.692541682314574,3.531037220196474,-6.930050743687307,0.0,-8,64,70,0.0,1006,-3,10,0,0,0,0,0,0,0,0,5,2.393319902379438,-5.92367462639892,2.9136068376793154,-7.211429979963902
75,12/5/19 12:35,12/5/19 13:34,0,0,2019-12-05 12:00:00,2019-12-05 12:35:00,2019-12-05 13:34:00,0.1,-7,30,63,0.0,1013,-1,10,1,1,0,0,0,0,0,0,0,0,6,3.1944444444444446,-5.532940079733914,3.75,-6.495190528383289,0.0,-9,69,67,0.0,1006,-3,10,0,0,0,0,0,0,0,0,6,2.2895730109838586,-5.964541613732124,2.6877596215897466,-7.001853198729016
75,12/5/19 13:40,12/5/19 14:39,4,0,2019-12-05 13:00:00,2019-12-05 13:40:00,2019-12-05 14:39:00,0.1,-7,28,63,0.0,1013,-1,10,0,0,0,0,0,0,0,0,0,0,6,2.7385841162510274,-5.150527625010408,3.390627953453653,-6.376843726203362,0.0,-9,67,66,0.0,1007,-4,10,0,0,0,0,0,0,0,0,5,2.2801342888377882,-6.264617471906057,2.755162265678994,-7.569746111886485
75,12/5/19 17:00,12/5/19 17:59,10,1,2019-12-05 17:00:00,2019-12-05 17:00:00,2019-12-05 17:59:00,0.1,-6,39,65,0.0,1015,0,10,0,0,0,0,0,0,0,0,0,0,6,1.4592469178816954,-4.491100215838226,1.8884371878468995,-5.812012044025939,0.0,-11,53,64,0.0,1010,-6,10,0,0,0,0,0,0,0,0,5,1.6844505077705516,-5.87437703073417,2.2969779651416617,-8.010514132819324
75,12/5/19 17:45,12/5/19 18:44,9,1,2019-12-05 17:00:00,2019-12-05 17:45:00,2019-12-05 18:44:00,0.1,-6,39,65,0.0,1015,0,10,0,0,0,0,0,0,0,0,0,0,6,1.4592469178816954,-4.491100215838226,1.8884371878468995,-5.812012044025939,0.0,-11,53,64,0.0,1010,-6,10,0,0,0,0,0,0,0,0,5,1.6844505077705516,-5.87437703073417,2.2969779651416617,-8.010514132819324
75,12/5/19 18:35,12/5/19 19:34,54,2,2019-12-05 18:00:00,2019-12-05 18:35:00,2019-12-05 19:34:00,0.1,-5,46,67,0.0,1016,0,10,0,0,0,0,0,0,0,0,0,0,5,1.0752084248874108,-4.312425450115541,1.4784115842201897,-5.929584993908867,0.0,-11,46,65,0.0,1011,-6,10,0,0,0,0,0,0,0,0,5,1.5097777630980402,-5.634567320019564,2.156825375854343,-8.049381885742235
75,12/5/19 19:45,12/5/19 20:44,19,1,2019-12-05 19:00:00,2019-12-05 19:45:00,2019-12-05 20:44:00,0.1,-5,54,69,0.0,1016,-1,10,0,0,0,0,0,0,0,0,0,0,4,0.6185471153780686,-4.401191416629202,0.8505022836448443,-6.0516381978651514,0.0,-11,45,67,0.0,1012,-7,10,0,0,0,0,0,0,0,0,4,1.1550649489875475,-5.434153337410032,1.674844176031944,-7.879522339244547
75,12/5/19 20:55,12/5/19 21:54,17,1,2019-12-05 20:00:00,2019-12-05 20:55:00,2019-12-05 21:54:00,0.1,-5,62,71,0.0,1016,-1,10,0,0,0,0,0,0,0,0,0,0,4,0.16480317887292273,-4.719345572034619,0.22296900671042486,-6.3849969503997785,0.0,-10,43,69,0.0,1013,-8,10,0,0,0,0,0,0,0,0,2,0.8682408883346499,-4.924038765061041,1.3023613325019747,-7.3860581475915605
75,12/5/19 8:30,12/5/19 9:29,27,1,2019-12-05 08:00:00,2019-12-05 08:30:00,2019-12-05 09:29:00,0.1,-5,62,74,0.0,1009,-1,7,0,0,0,0,0,0,0,0,0,0,4,1.9001119073648234,-5.220514559921714,2.5651510749425115,-7.047694655894314,0.0,-6,64,80,0.0,1003,-3,10,0,0,0,0,0,0,0,0,3,2.3726304179421702,-5.3290151695818375,3.1635072239228936,-7.105353559442451
75,12/5/19 9:30,12/5/19 10:29,2,0,2019-12-05 09:00:00,2019-12-05 09:30:00,2019-12-05 10:29:00,0.1,-6,51,72,0.0,1011,-1,8,0,0,0,0,0,0,0,0,0,0,5,2.2892625153194617,-5.666123555685923,3.0176642247392906,-7.4689810506768985,0.0,-7,54,76,0.0,1004,-3,10,0,0,0,0,0,0,0,0,4,2.582667155082053,-5.538547587446193,3.2870309246498857,-7.04906056584061
76,12/6/19 10:35,12/6/19 11:34,30,1,2019-12-06 10:00:00,2019-12-06 10:35:00,2019-12-06 11:34:00,0.6,-2,89,88,0.1,1018,0,6,0,0,0,0,0,0,0,0,0,0,2,1.2385747091289905,-1.1152176772647635,1.4450038273171555,-1.3010872901422241,0.0,-10,84,78,0.0,1018,-6,10,1,0,0,0,0,0,0,0,4,0.48235604907480545,-2.735577091700578,0.6752984687047277,-3.8298079283808093
76,12/6/19 11:35,12/6/19 12:34,27,1,2019-12-06 11:00:00,2019-12-06 11:35:00,2019-12-06 12:34:00,0.6,-2,87,85,0.0,1019,0,8,0,0,0,0,0,0,0,0,0,0,2,1.7168425416701358,-0.9128613720836766,1.9621057619087268,-1.043270139524202,0.0,-10,76,75,0.0,1018,-6,10,1,0,0,0,0,0,0,0,4,0.7392057921100949,-2.9647924969544337,1.0080078983319476,-4.042898859483319
76,12/6/19 12:35,12/6/19 13:34,59,2,2019-12-06 12:00:00,2019-12-06 12:35:00,2019-12-06 13:34:00,0.6,-3,85,81,0.0,1019,0,10,0,0,0,0,0,0,0,0,0,0,3,2.15621272505777,-0.5376042124437064,2.6952659063222124,-0.6720052655546329,0.0,-10,68,72,0.0,1018,-5,10,1,0,0,0,0,0,0,0,5,1.0852271815238543,-3.151728585331057,1.3565339769048181,-3.939660731663821
76,12/6/19 13:40,12/6/19 14:39,4,0,2019-12-06 13:00:00,2019-12-06 13:40:00,2019-12-06 14:39:00,0.6,-3,75,79,0.0,1020,0,10,0,0,0,0,0,0,0,0,0,0,3,1.8152952737445585,-0.696826568560307,2.333951066243004,-0.8959198738632519,0.0,-10,62,70,0.0,1018,-5,10,0,0,0,0,0,0,0,0,5,1.1945598318176651,-3.1119347549906737,1.5927464424235536,-4.149246339987565
76,12/6/19 15:30,12/6/19 16:29,1,0,2019-12-06 15:00:00,2019-12-06 15:30:00,2019-12-06 16:29:00,0.6,-3,55,75,0.0,1021,1,10,0,0,0,0,0,0,0,0,0,0,4,1.3483616572915789,-0.9796420871541222,1.5730886001735087,-1.1429157683464757,0.0,-10,50,66,0.0,1018,-4,10,0,0,0,0,0,0,0,0,6,1.5261215007303042,-3.2727781198545687,2.113091308703498,-4.531538935183249
76,12/6/19 17:00,12/6/19 17:59,0,0,2019-12-06 17:00:00,2019-12-06 17:00:00,2019-12-06 17:59:00,0.6,-3,32,77,0.0,1022,1,10,0,0,0,0,0,0,0,0,0,0,4,1.275670334148208,-1.4674908504331683,1.6401475724762675,-1.8867739505569305,0.0,-10,48,70,0.0,1019,-5,10,0,0,0,0,0,0,0,0,5,1.4087275391356655,-3.021025956788833,2.113091308703498,-4.531538935183249
76,12/6/19 17:45,12/6/19 18:44,0,0,2019-12-06 17:00:00,2019-12-06 17:45:00,2019-12-06 18:44:00,0.6,-3,32,77,0.0,1022,1,10,0,0,0,0,0,0,0,0,0,0,4,1.275670334148208,-1.4674908504331683,1.6401475724762675,-1.8867739505569305,0.0,-10,48,70,0.0,1019,-5,10,0,0,0,0,0,0,0,0,5,1.4087275391356655,-3.021025956788833,2.113091308703498,-4.531538935183249
76,12/6/19 18:35,12/6/19 19:34,6,1,2019-12-06 18:00:00,2019-12-06 18:35:00,2019-12-06 19:34:00,0.6,-3,21,78,0.0,1022,1,10,0,0,0,0,0,0,0,0,0,0,4,1.087319534526451,-1.6120175021903596,1.3979822586768655,-2.072593931387605,0.0,-10,47,72,0.0,1020,-6,10,0,0,0,0,0,0,0,0,4,1.4612371559635915,-2.995980154330557,2.313625496942353,-4.743635244356715
76,12/6/19 20:55,12/6/19 21:54,56,2,2019-12-06 20:00:00,2019-12-06 20:55:00,2019-12-06 21:54:00,0.6,-4,45,78,0.0,1024,0,9,0,0,0,0,0,0,0,0,0,0,4,2.0712482423787772,-2.9580490488213593,2.8678821817552302,-4.095760221444959,0.0,-10,52,76,0.0,1021,-6,10,0,0,0,0,0,0,0,0,4,1.5277777777777777,-2.6461887337857846,2.361111111111111,-4.089564406759849
76,12/6/19 7:30,12/6/19 8:29,16,1,2019-12-06 07:00:00,2019-12-06 07:30:00,2019-12-06 08:29:00,0.6,-2,88,92,0.1,1017,0,6,0,0,0,0,0,0,0,0,0,0,2,0.169262976951594,-1.3785363217240583,0.20311557234191283,-1.65424358606887,0.0,-9,74,83,0.0,1017,-7,10,1,0,0,0,0,0,0,0,2,0.21314478088482705,-3.0481123757939073,0.3100287721961121,-4.433618001154775
76,12/6/19 8:30,12/6/19 9:29,11,1,2019-12-06 08:00:00,2019-12-06 08:30:00,2019-12-06 09:29:00,0.6,-2,89,92,0.1,1017,0,6,0,0,0,0,0,0,0,0,0,0,2,0.49773326325736045,-1.296639481246114,0.5972799159088326,-1.5559673774953369,0.0,-10,83,82,0.0,1017,-7,10,1,0,0,0,0,0,0,0,3,0.2420992854101608,-2.767207494699293,0.36314892811524124,-4.15081124204894
76,12/6/19 9:30,12/6/19 10:29,39,2,2019-12-06 09:00:00,2019-12-06 09:30:00,2019-12-06 10:29:00,0.6,-2,90,92,0.2,1017,-1,5,0,0,0,0,0,0,0,0,0,0,1,0.6213254483008291,-0.9211528583944912,0.7766568103760364,-1.151441072993114,0.0,-10,92,81,0.0,1018,-7,10,1,0,0,0,0,0,0,0,3,0.2420992854101608,-2.767207494699293,0.33893899957422513,-3.8740904925790103
30,12/7/19 11:00,12/7/19 11:59,8,1,2019-12-07 11:00:00,2019-12-07 11:00:00,2019-12-07 11:59:00,0.0,-9,97,66,0.0,1031,-4,10,0,0,0,0,0,0,0,0,0,0,5,0.8523883409787616,-1.747655090026158,1.2176976299696594,-2.496650128608797,0.0,-10,70,76,0.0,1028,-6,10,0,0,0,0,0,0,0,0,4,1.1945598318176651,-3.1119347549906737,1.4931997897720815,-3.8899184437383423
30,12/7/19 13:00,12/7/19 13:59,13,1,2019-12-07 13:00:00,2019-12-07 13:00:00,2019-12-07 13:59:00,0.0,-8,86,66,0.0,1031,-3,10,0,0,0,0,0,0,0,0,0,0,5,0.05816582783750214,-1.6656513783651596,0.06786013247708582,-1.9432599414260194,0.0,-11,47,67,0.0,1028,-6,10,0,0,0,0,0,0,0,0,5,1.0557867114987718,-3.453322729866517,1.3806441611907014,-4.515883569825445
30,12/7/19 15:55,12/7/19 16:54,6,1,2019-12-07 15:00:00,2019-12-07 15:55:00,2019-12-07 16:54:00,0.0,-7,68,66,0.0,1031,-2,10,0,0,0,0,0,0,0,0,0,0,5,-0.7824526046431513,-1.4715793214315451,-0.9128613720836765,-1.7168425416701358,0.0,-12,10,60,0.0,1029,-6,10,0,0,0,0,0,0,0,0,6,0.7420349820198942,-3.817439046740916,1.0070474755984278,-5.180810134862671
69,12/8/19 10:20,12/8/19 11:19,69,2,2019-12-08 10:00:00,2019-12-08 10:20:00,2019-12-08 11:19:00,0.0,-2,41,72,0.0,1019,2,10,0,0,0,0,0,0,0,0,0,0,4,-4.7275928779965835,-1.6278407722857842,-7.87932146332764,-2.7130679538096403,0.3,-9,80,74,0.0,1024,-5,7,0,0,0,0,0,0,0,0,4,-4.993147673772869,0.261679781214719,-7.212324417671923,0.3779819061990386
69,12/8/19 12:30,12/8/19 13:29,0,2,2019-12-08 12:00:00,2019-12-08 12:30:00,2019-12-08 13:29:00,0.0,-1,32,74,0.0,1018,3,10,0,0,0,0,0,0,0,0,0,0,4,-5.075252542458895,-2.259648017087777,-8.374166695057177,-3.7284192281948316,0.3,-8,96,67,0.1,1021,-3,5,0,0,0,0,0,0,0,0,5,-6.102736045722395,-0.31983084370687725,-8.59930988260883,-0.45067073431423615
69,12/8/19 13:29,12/8/19 14:28,1,0,2019-12-08 13:00:00,2019-12-08 13:29:00,2019-12-08 14:28:00,0.0,0,50,77,0.0,1017,3,10,0,0,0,0,0,0,0,0,0,0,3,-5.2867954243804585,-2.465273193487412,-8.811325707300764,-4.108788655812353,0.3,-7,95,68,0.1,1020,-2,6,0,0,0,0,0,0,0,0,5,-6.641297987278304,-0.5810382849843864,-9.685226231447526,-0.8473474989355633
69,12/8/19 15:40,12/8/19 16:39,4,0,2019-12-08 15:00:00,2019-12-08 15:40:00,2019-12-08 16:39:00,0.0,1,87,83,0.0,1015,4,10,0,0,0,0,0,0,0,0,0,0,3,-5.492630282939355,-2.6789347859332486,-9.736935501574312,-4.749020756881668,0.3,-4,93,71,0.2,1017,0,7,0,0,0,0,0,0,0,0,4,-7.407662554463533,-1.1732584878017307,-11.523030640276607,-1.8250687588026921
69,12/8/19 16:15,12/8/19 17:14,11,1,2019-12-08 16:00:00,2019-12-08 16:15:00,2019-12-08 17:14:00,0.0,2,91,85,0.0,1015,4,10,0,0,0,0,0,0,0,0,0,0,2,-5.051814855409225,-2.916666666666667,-9.141379262169075,-5.277777777777779,0.3,-3,95,74,0.1,1016,0,8,0,0,0,0,0,0,0,0,3,-7.36220387585748,-1.4310674653240856,-11.724991357847097,-2.279107444775396
72,12/9/19 13:20,12/9/19 14:19,12,1,2019-12-09 13:00:00,2019-12-09 13:20:00,2019-12-09 14:19:00,0.0,5,100,97,0.2,1006,5,6,1,1,0,0,0,0,0,0,0,0,0,-4.166666666666667,5.102694996447306e-16,-7.5,9.18485099360515e-16,0.0,2,100,95,0.0,1010,3,6,0,1,0,0,0,0,0,0,1,-4.166666666666667,5.102694996447306e-16,-6.944444444444445,8.504491660745508e-16
72,12/9/19 14:25,12/9/19 15:24,10,1,2019-12-09 14:00:00,2019-12-09 14:25:00,2019-12-09 15:24:00,0.0,5,100,97,0.2,1005,5,5,1,1,0,0,0,0,0,0,0,0,0,-3.888296592274855,0.06787046947832447,-7.221122242796159,0.1260451576026026,0.0,2,100,96,0.2,1009,3,8,0,1,0,0,0,0,0,0,1,-3.859901700827363,0.4739363354644627,-6.3412670799306685,0.7786096939773316
72,12/9/19 17:00,12/9/19 17:59,4,0,2019-12-09 17:00:00,2019-12-09 17:00:00,2019-12-09 17:59:00,0.0,5,100,98,0.5,1001,5,7,0,0,0,0,0,0,0,0,0,0,0,-3.859901700827363,-0.47393633546446345,-7.168388872965103,-0.8801674801482893,0.0,2,100,98,0.4,1005,1,7,0,1,1,0,0,0,0,0,1,-2.405626121623441,1.3888888888888886,-4.330127018922194,2.4999999999999996
72,12/9/19 17:45,12/9/19 18:44,9,1,2019-12-09 17:00:00,2019-12-09 17:45:00,2019-12-09 18:44:00,0.0,5,100,98,0.5,1001,5,7,0,0,0,0,0,0,0,0,0,0,0,-3.859901700827363,-0.47393633546446345,-7.168388872965103,-0.8801674801482893,0.0,2,100,98,0.4,1005,1,7,0,1,1,0,0,0,0,0,1,-2.405626121623441,1.3888888888888886,-4.330127018922194,2.4999999999999996
